"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"withheld","Q359R3","Q359R3","(4) Somewhat disagree",3,35,50,0.000207758808445858,-5.60914759206544e-06,0.000483026099771772,2,1
"withheld","Q359R3","Q359R3","(5) Strongly disagree",3,38,47,0.00113281120233725,0.000844303128822367,0.0012930484374704,3,0
"withheld","Q359R4","Q359R4","(1) Strongly agree",3,88,103,-9.14083712707519e-05,-0.000182822056714817,1.95853479248666e-06,1,2
"withheld","Q359R4","Q359R4","(2) Somewhat agree",3,127,150,-0.000116100878613862,-0.000213227894753441,-7.81808687177912e-06,0,3
"withheld","Q359R4","Q359R4","(3) Neither agree nor disagree",3,166,178,1.17161330058293e-05,-1.16542198093684e-05,3.36507083743486e-05,2,1
"withheld","Q359R4","Q359R4","(4) Somewhat disagree",3,49,65,6.06727408158647e-05,-6.19439724844293e-05,0.000125993975626656,2,1
"withheld","Q359R4","Q359R4","(5) Strongly disagree",3,61,62,0.000199959822246028,2.29047618729848e-05,0.000386018064336545,3,0
"withheld","Q363","Q363","(01) A lot in common",3,101,108,5.12021916083522e-05,-2.46451146722586e-05,0.000198314390792934,1,2
"withheld","Q363","Q363","(02) Some",3,198,207,-9.03439732424882e-05,-0.000126927679241976,-6.6905502872524e-05,0,3
"withheld","Q363","Q363","(03) Little",3,132,146,0.000126510915140432,5.12134867330992e-05,0.000205202402269603,3,0
"withheld","Q363","Q363","(04) Nothing at all in common",3,42,54,9.15537402941995e-05,-3.7394691757957e-05,0.000258886036266054,2,1
"withheld","Q363","Q363","(88) Don",3,23,29,9.91752747846152e-05,-0.000125144474864006,0.000239878528364148,2,1
"withheld","Q364","Q364","(1) Very comfortable",3,49,60,-2.88783462941541e-05,-0.000168149476705363,8.45470890408571e-05,1,2
"withheld","Q364","Q364","(2) Somewhat comfortable",3,57,71,-5.14854007008594e-05,-9.66091171625568e-05,-1.34034460195497e-05,0,3
"withheld","Q364","Q364","(3) Somewhat uncomfortable",3,57,74,0.000197283152927572,1.96796968311341e-05,0.000291690742850181,3,0
"withheld","Q364","Q364","(4) Very uncomfortable",3,72,80,-3.06411854136776e-05,-6.07464361918538e-05,-2.6117974554324e-06,0,3
"withheld","Q364","Q364","Not observed / routed",3,259,262,-4.23590158022702e-05,-0.000102936734814339,3.23439055352018e-06,1,2
"withheld","Q365","Q365","(1) Very comfortable",3,42,53,0.000292180838662344,-2.68352614821799e-05,0.000777164812806121,2,1
"withheld","Q365","Q365","(2) Somewhat comfortable",3,52,65,6.09119689788898e-05,-8.91007715267682e-05,0.000148943013950085,2,1
"withheld","Q365","Q365","(3) Somewhat uncomfortable",3,63,78,-9.57583539316772e-05,-0.000138935375786044,-2.51537544951947e-05,0,3
"withheld","Q365","Q365","(4) Very uncomfortable",3,76,87,0.000171423305294637,5.90663098246351e-06,0.000331476070682185,3,0
"withheld","Q365","Q365","Not observed / routed",3,259,262,-7.33716953071853e-05,-0.000157200034500828,-3.10553780721418e-05,0,3
"withheld","Q366","Q366R1","(0) NO TO: No, I did not engage online on this issue at all",3,165,174,0.000114395691210989,2.4986256341639e-05,0.000270518834310429,3,0
"withheld","Q366","Q366R1","(1) No, I did not engage online on this issue at all",3,347,356,-0.000126253638813796,-0.000210225790047898,-3.42880214850094e-05,0,3
"withheld","Q366","Q366R2","(0) NO TO: Yes, I engaged in support of BLM",3,407,421,0.000120951623450086,9.09639000189983e-05,0.000153642965206242,3,0
"withheld","Q366","Q366R2","(2) Yes, I engaged in support of BLM",3,100,114,-0.000800830940053918,-0.0012127597888309,-0.000528962362632765,0,3
"withheld","Q366","Q366R3","(0) NO TO: Yes, I engaged in support of police",3,476,483,-0.000320768530896305,-0.000410741752727537,-0.000173418589493335,0,3
"withheld","Q366","Q366R3","(3) Yes, I engaged in support of police",3,38,45,0.00300525379617387,0.0016993664069104,0.00414677293460812,3,0
"withheld","Q366","Q366R4","(0) NO TO: Yes, I engaged in general on the issue",3,470,486,-4.99555978904644e-05,-9.823501704852e-05,3.72404402869589e-06,1,2
"withheld","Q366","Q366R4","(4) Yes, I engaged in general on the issue",3,35,51,-7.28058519395818e-05,-0.00025940699817011,0.000100329963528159,1,2
"withheld","Q367","Q367","(1) More people will support fighting racism everywhere, and things will change for the better. This is a different moment i",3,313,325,3.4956534486625e-05,1.39843945474797e-05,6.35382122117652e-05,3,0
"withheld","Q367","Q367","(2) Almost nothing will change. People will return to their normal lives, without fighting racism. Racism benefits White peo",3,196,208,-5.28342717988213e-05,-0.000115849657937088,-2.26098455858174e-06,0,3
"withheld","Q368","Q368","(1) Strongly agree",3,230,245,-0.00144234324312733,-0.00245726029890735,-0.000486696220616875,0,3
"withheld","Q368","Q368","(2) Somewhat agree",3,124,133,-0.00028345622598247,-0.000965523550508136,0.000482920322572835,1,2
"withheld","Q368","Q368","(3) Neither agree or disagree",3,78,84,0.000196672205875607,-0.000474410014575743,0.000912962488811702,2,1
"withheld","Q368","Q368","(4) Somewhat disagree",3,22,33,0.00136731451104677,0.000700944525329828,0.00227407909284617,3,0
"withheld","Q368","Q368","(5) Strongly disagree",3,36,56,0.00711000472162733,0.00497110850992661,0.0112538292291779,3,0
"withheld","Q369","Q369","(1) Our children's educational curriculum should require that they take a course in Black History as a means to learn about",3,112,124,-0.000339885814632794,-0.000483138313038925,-0.000184021278957433,0,3
"withheld","Q369","Q369","(2) Our children's educational curriculum should give them a choice in taking a course in Black History as a means to learn",3,50,57,6.36511542047585e-05,-5.36903894950816e-05,0.000124118492645946,2,1
"withheld","Q369","Q369","Not observed / routed",3,347,356,4.37420531140699e-05,1.32919909233247e-05,9.45670997265676e-05,3,0
"withheld","Q370","Q370","(1) Focus on one course about race/racism and compare the experiences of American Indians, Asians, Blacks and Latinos",3,33,44,1.63544945237925e-05,-1.99839306277238e-05,6.2204374721216e-05,2,1
"withheld","Q370","Q370","(2) Focus on multiple courses about race/racism and offer a separate course for each racial/ethnic group to learn about that",3,35,51,-0.000153761790886071,-0.000465779317068773,0.000195825133638951,1,2
"withheld","Q370","Q370","(3) Curriculum should do both",3,79,95,8.55415208422478e-05,-1.94944432381292e-05,0.000219327178946619,2,1
"withheld","Q370","Q370","Not observed / routed",3,347,356,-1.51940735396759e-06,-2.79428975855654e-05,2.51788131992758e-05,1,2
"withheld","Q371","Q371","(1) The governors were declaring this within reason: The policy helped promote safety and better public health. It was a use",3,409,413,-0.000473547646848566,-0.000818236140213766,-0.00025491072578041,0,3
"withheld","Q371","Q371","(2) The governors were acting without reason: The policy stepped too far into people's personal space. It was an abuse of go",3,108,112,0.00168647798866094,0.000919316179255517,0.00287127743489507,3,0
"withheld","Q372","Q372","(01) Yes, required by the government",3,187,194,-0.000170804791084637,-0.00034424917330945,-1.64445582212702e-05,0,3
"withheld","Q372","Q372","(02) Yes, required by the places themselves, but not the government",3,240,246,-1.61410246461655e-06,-5.68102976175395e-05,6.90735133536e-05,1,2
"withheld","Q372","Q372","(03) No, no requirement where I live",3,65,66,5.7966889902615e-05,-1.31144900172222e-05,0.000160469627091317,2,1
"withheld","Q372","Q372","(88) I don",3,21,23,0.0019781334665267,0.00054960207927404,0.00356047045060053,3,0
"withheld","Q377","Q377","(1) A great deal of sympathy",3,93,115,1.65241852817519e-05,-9.09486863622363e-05,0.000154282514992176,1,2
"withheld","Q377","Q377","(2) A lot of sympathy",3,41,46,9.68158692709177e-05,-3.12017527839087e-05,0.000162222024602249,2,1
"withheld","Q377","Q377","(3) Some sympathy",3,27,30,-0.000150169547915538,-0.000329635242957642,-2.17518298266554e-05,0,3
"withheld","Q377","Q377","(5) I do not feel any sympathy for Laurette",3,11,17,0.0056232577234212,0.000323328897988945,0.00948124232792443,3,0
"withheld","Q377","Q377","Not observed / routed",3,313,335,-0.0001226509602643,-0.000262714237110231,1.80055802720526e-05,1,2
"withheld","Q378","Q378","(1) A great deal of sympathy",3,98,122,-7.20959119809394e-05,-0.000227450982100617,0.000238434536022579,1,2
"withheld","Q378","Q378","(2) A lot of sympathy",3,29,47,0.000296354545522525,0.000256033717141618,0.000323442690194552,3,0
"withheld","Q378","Q378","(3) Some sympathy",3,27,31,-0.000259981444706065,-0.000354170149902909,-0.000161060055970545,0,3
"withheld","Q378","Q378","(4) A little sympathy",2,10,11,0.000826541551566212,0.000260614698756557,0.00139246840437587,2,0
"withheld","Q378","Q378","(5) I do not feel any sympathy for the applicants",2,10,11,0.017534899589151,0.0148660873953858,0.0202037117829162,2,0
"withheld","Q378","Q378","Not observed / routed",3,313,335,-0.00029296176165606,-0.000419500435722048,-0.000170948313445383,0,3
"withheld","Q379","Q379","(1) A great deal of sympathy",3,52,59,0.000144300210533127,6.93546699018002e-05,0.000212481016493712,3,0
"withheld","Q379","Q379","(2) A lot of sympathy",3,39,50,0.000103645277816387,-2.74211054185952e-05,0.000204750167412995,2,1
"withheld","Q379","Q379","(3) Some sympathy",3,56,67,0.000185157167109545,4.35469815401555e-05,0.000308828378696194,3,0
"withheld","Q379","Q379","(4) A little sympathy",3,13,20,0.000267774659019477,-0.000243527598659428,0.000803390976008343,2,1
"withheld","Q379","Q379","(5) I do not feel any sympathy for them",3,18,19,-0.000392725193894384,-0.000719303525562075,-0.000217856699593368,0,3
"withheld","Q379","Q379","Not observed / routed",3,313,335,-3.34570203927938e-05,-5.33836482029002e-05,-5.59992222107777e-06,0,3
"withheld","Q380","Q380","(1) A great deal of sympathy",3,65,76,7.35907335922342e-05,-4.91454942808731e-05,0.000176957381108679,2,1
"withheld","Q380","Q380","(2) A lot of sympathy",3,36,55,-6.9041394875894e-05,-0.000330316406690441,0.000123629363571647,1,2
"withheld","Q380","Q380","(3) Some sympathy",3,36,43,0.000124318004457142,-3.47140118534167e-05,0.000340912736293172,2,1
"withheld","Q380","Q380","(4) A little sympathy",3,15,25,0.000530797587653906,0.000116588737840259,0.00134708142596267,3,0
"withheld","Q380","Q380","(5) I do not feel any sympathy for him",3,20,33,0.000865287417176623,0.000154642085444302,0.00215612228013644,3,0
"withheld","Q380","Q380","Not observed / routed",3,313,335,-5.46007862389001e-05,-8.84582739690385e-05,-1.0352796990941e-05,0,3
"withheld","Q381_Q383R1","Q381_Q383R1","(1) 1= Peaceful",3,30,41,0.000482184362418436,0.000290565200700333,0.000799521081940629,3,0
"withheld","Q381_Q383R1","Q381_Q383R1","(2) 2",3,61,66,0.000186448950979944,2.22003431160962e-05,0.000367248392152941,3,0
"withheld","Q381_Q383R1","Q381_Q383R1","(3) 3",3,71,89,0.000304528857447645,6.30262188147741e-05,0.000748923827489649,3,0
"withheld","Q381_Q383R1","Q381_Q383R1","(4) 4",3,177,195,-0.000134810845639911,-0.000149207497388628,-0.000113951552732634,0,3
"withheld","Q381_Q383R1","Q381_Q383R1","(5) 5",3,78,96,-0.000195774786000464,-0.00040090937963833,-4.57189391085285e-05,0,3
"withheld","Q381_Q383R1","Q381_Q383R1","(6) 6",3,34,48,-0.000129199447513225,-0.00023845001850306,2.58576444488958e-05,1,2
"withheld","Q381_Q383R1","Q381_Q383R1","(7) 7=Violent",3,27,31,-0.000670558923560127,-0.00133083076254131,-0.000201044950870066,0,3
"withheld","Q381_Q383R2","Q381_Q383R2","(1) 1= Peaceful",3,40,48,2.01007213199425e-05,-4.86991526310059e-05,9.9451155297459e-05,2,1
"withheld","Q381_Q383R2","Q381_Q383R2","(2) 2",3,52,64,-2.89255803663005e-05,-0.000140999037151647,0.000134405836539483,1,2
"withheld","Q381_Q383R2","Q381_Q383R2","(3) 3",3,69,70,9.78471763687959e-06,-0.000132268422252492,8.3437656610759e-05,2,1
"withheld","Q381_Q383R2","Q381_Q383R2","(4) 4",3,174,177,-4.51269381296943e-05,-9.38685403028096e-05,-9.20697342973701e-06,0,3
"withheld","Q381_Q383R2","Q381_Q383R2","(5) 5",3,92,104,-3.59173734235812e-05,-9.41847859370317e-05,2.18331893113991e-05,1,2
"withheld","Q381_Q383R2","Q381_Q383R2","(6) 6",3,43,50,9.0008282828482e-05,-0.000105932808771573,0.000296108392720738,2,1
"withheld","Q381_Q383R2","Q381_Q383R2","(7) 7=Violent",3,30,37,0.000189829289819885,-0.000108626213252712,0.000736886805706377,1,2
"withheld","Q381_Q383R3","Q381_Q383R3","(1) 1= Peaceful",3,57,63,-1.27486145066184e-05,-6.44516166519398e-05,3.08667706912571e-05,1,2
"withheld","Q381_Q383R3","Q381_Q383R3","(2) 2",3,89,106,4.90989908627468e-06,-0.000164739696998366,9.42283448612634e-05,2,1
"withheld","Q381_Q383R3","Q381_Q383R3","(3) 3",3,83,100,7.6234253621449e-06,-9.15857909331665e-05,0.000130133261407645,1,2
"withheld","Q381_Q383R3","Q381_Q383R3","(4) 4",3,184,203,1.55045747661139e-05,-6.96623663039599e-05,0.000123030583076601,1,2
"withheld","Q381_Q383R3","Q381_Q383R3","(5) 5",3,52,66,-2.62163023264333e-05,-5.94516186186621e-05,1.97121954248225e-05,1,2
"withheld","Q381_Q383R3","Q381_Q383R3","(6) 6",3,12,15,-0.000462388073785894,-0.00142391332794431,0.00106540265207146,1,2
"withheld","Q384R1","Q384R1","(1) 1=Protest against unfair conditions",3,98,108,-0.000640661689911888,-0.000915801773531868,-0.000500447579227651,0,3
"withheld","Q384R1","Q384R1","(2) 2",3,74,80,-0.00128056409654052,-0.00199390888197121,-0.000861489425221116,0,3
"withheld","Q384R1","Q384R1","(3) 3",3,54,63,-0.000524100147073866,-0.000683879864757371,-0.000240592462806744,0,3
"withheld","Q384R1","Q384R1","(4) 4",3,106,114,-0.000437548270203749,-0.000535241732497873,-0.000266940939307065,0,3
"withheld","Q384R1","Q384R1","(5) 5",3,56,65,0.000144245026510912,-0.000202663831980143,0.000320009109035368,2,1
"withheld","Q384R1","Q384R1","(6) 6",3,28,40,0.00359902828396383,0.00188581296317524,0.0052933479076296,3,0
"withheld","Q384R1","Q384R1","(7) 7=Looting",3,69,83,0.00125806821411717,0.000870585901801349,0.00172115514609776,3,0
"withheld","Q385","Q385","(1) 1=Defunding the police is pushing things too far",3,170,185,0.00332786822124306,0.0020655589169745,0.00458673613835313,3,0
"withheld","Q385","Q385","(2) 2",3,50,58,-0.00228570367151485,-0.00332406335874317,-0.00104693804120219,0,3
"withheld","Q385","Q385","(3) 3",3,50,62,-0.00259598051904435,-0.00390153578783369,-0.00115773568937965,0,3
"withheld","Q385","Q385","(4) 4",3,107,111,-0.00217311552669868,-0.00329121580099168,-0.00131685957980378,0,3
"withheld","Q385","Q385","(5) 5",3,43,59,-0.00296145973925237,-0.00394302260000823,-0.00209165964523774,0,3
"withheld","Q385","Q385","(6) 6",3,31,42,-0.00257605408056146,-0.00405329670456815,-0.00158960774945969,0,3
"withheld","Q385","Q385","(7) 7=Defunding the police is not going far enough",3,32,43,-0.00186706584586562,-0.00302904644124124,-0.000834812657440405,0,3
"withheld","Q386_Q390R1","Q386_Q390R1","(1) Strongly agree",3,16,20,0.000523180712039628,0.000187783603237439,0.000941916971661467,3,0
"withheld","Q386_Q390R1","Q386_Q390R1","(2) Somewhat agree",3,37,46,0.000113037176372529,2.66167144811472e-05,0.000199486487505826,3,0
"withheld","Q386_Q390R1","Q386_Q390R1","(3) Neither agree nor disagree.",3,74,85,8.63278605967117e-05,-4.72808589783913e-05,0.000320572793417179,1,2
"withheld","Q386_Q390R1","Q386_Q390R1","(4) Somewhat disagree.",3,20,27,-6.67818374354842e-05,-0.00021118742993886,6.97566758201244e-05,1,2
"withheld","Q386_Q390R1","Q386_Q390R1","(5) Strongly disagree.",3,33,34,-5.94369417533846e-08,-6.11904433858125e-05,0.000100265942869261,1,2
"withheld","Q386_Q390R1","Q386_Q390R1","Not observed / routed",3,313,335,-5.94664666551595e-05,-9.13546052691624e-05,-3.58875456888183e-05,0,3
"withheld","Q386_Q390R2","Q386_Q390R2","(2) Somewhat agree",3,16,25,0.000204165687859448,-7.38486112116618e-05,0.00070998938150772,1,2
"withheld","Q386_Q390R2","Q386_Q390R2","(3) Neither agree nor disagree.",3,79,90,7.4206064428405e-05,-2.66514399290523e-05,0.000225347681622661,2,1
"withheld","Q386_Q390R2","Q386_Q390R2","(4) Somewhat disagree.",3,35,46,6.05748132228231e-06,-0.000179774875435221,0.000182210691146488,2,1
"withheld","Q386_Q390R2","Q386_Q390R2","(5) Strongly disagree.",3,39,52,1.79363808123878e-05,-1.99194482968114e-05,6.01824313195971e-05,2,1
"withheld","Q386_Q390R2","Q386_Q390R2","Not observed / routed",3,313,335,-8.55492748313995e-05,-0.000140022872668536,-2.12615781109522e-05,0,3
"withheld","Q386_Q390R3","Q386_Q390R3","(1) Strongly agree",3,11,20,0.000826511098896568,3.64391443869449e-05,0.00126465113071873,3,0
"withheld","Q386_Q390R3","Q386_Q390R3","(2) Somewhat agree",3,30,40,0.000410002696828992,0.000332779612250142,0.000536390940866726,3,0
"withheld","Q386_Q390R3","Q386_Q390R3","(3) Neither agree nor disagree.",3,68,78,8.8102801455434e-05,-8.55050256326727e-05,0.000189625813918561,2,1
"withheld","Q386_Q390R3","Q386_Q390R3","(4) Somewhat disagree.",3,26,34,3.61917494035416e-05,-0.000187381220357582,0.000257451238109936,2,1
"withheld","Q386_Q390R3","Q386_Q390R3","(5) Strongly disagree.",3,38,50,0.000165633236612954,0.000110000377181615,0.00020870530050269,3,0
"withheld","Q386_Q390R3","Q386_Q390R3","Not observed / routed",3,313,335,-0.000102558752062051,-0.000112520306313797,-9.34838649548615e-05,0,3
"withheld","Q386_Q390R4","Q386_Q390R4","(1) Strongly agree",3,10,20,0.000660598341232906,5.82118040915283e-05,0.00169351754059941,3,0
"withheld","Q386_Q390R4","Q386_Q390R4","(2) Somewhat agree",3,29,30,-6.00457644244422e-05,-0.000183523870992322,3.99881383116269e-05,1,2
"withheld","Q386_Q390R4","Q386_Q390R4","(3) Neither agree nor disagree.",3,87,100,0.000131427018487217,3.32026451159524e-05,0.000225694379529249,3,0
"withheld","Q386_Q390R4","Q386_Q390R4","(4) Somewhat disagree.",3,26,34,0.000135067732157126,-6.34866903506366e-07,0.000266360714268618,2,1
"withheld","Q386_Q390R4","Q386_Q390R4","(5) Strongly disagree.",3,30,33,-0.000282766666806527,-0.000463751199738346,-6.6102540080282e-05,0,3
"withheld","Q386_Q390R4","Q386_Q390R4","Not observed / routed",3,313,335,-3.92857469788841e-05,-6.31903456362748e-05,8.36328405508131e-06,1,2
"withheld","Q386_Q390R5","Q386_Q390R5","(1) Strongly agree",1,10,10,-0.00104677520110112,-0.00104677520110112,-0.00104677520110112,0,1
"withheld","Q386_Q390R5","Q386_Q390R5","(2) Somewhat agree",3,17,23,-0.000345464246172604,-0.000502070484102304,-0.000198781008722522,0,3
"withheld","Q386_Q390R5","Q386_Q390R5","(3) Neither agree nor disagree.",3,47,56,0.000938018494725564,0.000281747397907132,0.00197612768681256,3,0
"withheld","Q386_Q390R5","Q386_Q390R5","(4) Somewhat disagree.",3,30,40,0.000178787374129737,-5.56687967211328e-05,0.000314619418043201,2,1
"withheld","Q386_Q390R5","Q386_Q390R5","(5) Strongly disagree.",3,73,88,-2.91532500298118e-05,-0.000135697604145305,4.21379414591781e-05,2,1
"withheld","Q386_Q390R5","Q386_Q390R5","Not observed / routed",3,313,335,-0.000125881937583131,-0.0002207343472646,-3.61756223954872e-05,0,3
"withheld","Q38","Q38R1","(0) NO TO: Yes, people from the Democratic side",3,290,322,0.000147221996163754,5.43073335273701e-05,0.000259755042869846,3,0
"withheld","Q38","Q38R1","(1) Yes, people from the Democratic side",3,199,231,-0.000186644624917128,-0.000409687436611029,-1.42089512423613e-05,0,3
"withheld","Q38","Q38R2","(0) NO TO: Yes, people from the Republican side",3,380,393,-0.000397095281594498,-0.000431085207214825,-0.000370994696705567,0,3
"withheld","Q38","Q38R2","(1) Yes, people from the Republican side",3,128,141,0.00134141410603163,0.00114930007276485,0.00146942966037914,3,0
"withheld","Q38","Q38R3","(0) NO TO: Yes, people from community groups",3,422,440,-3.36910288326753e-05,-6.62232460138794e-05,1.91808306027551e-05,1,2
"withheld","Q38","Q38R3","(1) Yes, people from community groups",3,81,99,0.000274948808096285,0.000188537478392372,0.000346719550522796,3,0
"withheld","Q38","Q38R4","(0) NO TO: No, nobody contacted me",3,288,302,0.000210302290810543,0.00011545178765553,0.000260369342100961,3,0
"withheld","Q38","Q38R4","(1) No, nobody contacted me",3,219,233,-0.000212083825683934,-0.000284749662912484,-0.000150003282865902,0,3
"withheld","Q391_Q393R1","Q391_Q393R1","(1) Very Much In Line",2,13,14,-2.96228317055201e-06,-9.89270908016622e-06,3.96814273906219e-06,1,1
"withheld","Q391_Q393R1","Q391_Q393R1","(2) Somewhat In Line",3,26,28,-4.04804178811782e-05,-0.00021025622745523,0.000158155323634747,1,2
"withheld","Q391_Q393R1","Q391_Q393R1","(3) Not Very Much In Line",3,11,13,8.87865911319072e-05,-8.85993050466525e-05,0.0003290218725321,2,1
"withheld","Q391_Q393R1","Q391_Q393R1","Not observed / routed",3,460,467,2.07408547777711e-07,-8.35860516473198e-06,1.17265164163999e-05,1,2
"withheld","Q391_Q393R2","Q391_Q393R2","(1) Very Much In Line",1,14,14,0.000670390922697608,0.000670390922697608,0.000670390922697608,1,0
"withheld","Q391_Q393R2","Q391_Q393R2","(2) Somewhat In Line",3,23,30,0.000138758492014775,1.52422157969312e-05,0.000243884851848846,3,0
"withheld","Q391_Q393R2","Q391_Q393R2","(3) Not Very Much In Line",3,13,14,0.000222321427394736,-2.08365567454092e-05,0.000368136103792532,2,1
"withheld","Q391_Q393R2","Q391_Q393R2","Not observed / routed",3,460,467,-2.65925334862297e-05,-3.45348695920891e-05,-2.2243228280923e-05,0,3
"withheld","Q391_Q393R3","Q391_Q393R3","(1) Very Much In Line",2,14,15,0.000188048083877133,-0.000109053741295547,0.000485149909049812,1,1
"withheld","Q391_Q393R3","Q391_Q393R3","(2) Somewhat In Line",3,28,31,7.47911041299729e-05,-4.2071975546349e-07,0.000216958624335981,2,1
"withheld","Q391_Q393R3","Q391_Q393R3","(3) Not Very Much In Line",1,10,10,2.33852293306483e-06,2.33852293306483e-06,2.33852293306483e-06,1,0
"withheld","Q391_Q393R3","Q391_Q393R3","Not observed / routed",3,460,467,-2.98056579812453e-06,-1.18663787754751e-05,2.36343970529228e-06,2,1
"withheld","Q394","Q394","(01) Yes",3,18,25,0.000126327356085474,-0.000124663700745754,0.000538540290916075,1,2
"withheld","Q394","Q394","(02) Yes",2,10,13,-3.8320530692019e-05,-4.62279399723672e-05,-3.04131214116707e-05,0,2
"withheld","Q394","Q394","(03) No",3,15,19,0.000276442617109341,-0.000163810035729429,0.00112754910520958,1,2
"withheld","Q394","Q394","Not observed / routed",3,460,467,-4.65055189285432e-05,-8.29119487482506e-05,-2.06476064966658e-05,0,3
"withheld","Q395","Q395","(1) A great deal | S2_RACE_PRIME: (1) White",3,11,16,-0.000250706404752123,-0.000397935504868449,-6.39507510145309e-05,0,3
"withheld","Q395","Q395","(1) A great deal | S2_RACE_PRIME: (2) Hispanic or Latino",3,113,126,-0.000150435074073945,-0.00031861020877202,-5.08460775339724e-05,0,3
"withheld","Q395","Q395","(2) A lot | S2_RACE_PRIME: (1) White",3,19,30,-7.00814703693639e-05,-0.000214511942421605,4.93192274533677e-05,1,2
"withheld","Q395","Q395","(2) A lot | S2_RACE_PRIME: (2) Hispanic or Latino",3,137,162,-0.000116178530580458,-0.000179966194634012,-3.52534309814484e-05,0,3
"withheld","Q395","Q395","(3) Some | S2_RACE_PRIME: (1) White",3,20,28,0.000261499079729071,-7.99131370052898e-05,0.00045717993407807,2,1
"withheld","Q395","Q395","(3) Some | S2_RACE_PRIME: (2) Hispanic or Latino",3,115,147,4.14707941599055e-05,2.53704321812519e-05,6.66270453889378e-05,3,0
"withheld","Q395","Q395","(4) A little | S2_RACE_PRIME: (1) White",3,12,15,0.00134557985786062,0.00109540965306758,0.00158926869612291,3,0
"withheld","Q395","Q395","(4) A little | S2_RACE_PRIME: (2) Hispanic or Latino",3,35,52,0.000480997050518827,0.000268998154380879,0.000680640484813326,3,0
"withheld","Q396_Q398R1","Q396_Q398R1","(1) Strongly agree",3,228,252,-0.000118418059420691,-0.000243186177035264,-3.52530342095493e-05,0,3
"withheld","Q396_Q398R1","Q396_Q398R1","(2) Agree",3,157,174,-0.000208247340989351,-0.000443710785910919,-5.8057805658237e-05,0,3
"withheld","Q396_Q398R1","Q396_Q398R1","(3) No opinion",3,83,107,0.000228091935450776,4.67315585018703e-05,0.000501807044888135,3,0
"withheld","Q396_Q398R1","Q396_Q398R1","(4) Disagree",1,10,10,0.00348014243564032,0.00348014243564032,0.00348014243564032,1,0
"withheld","Q396_Q398R1","Q396_Q398R1","(5) Strongly disagree",1,11,11,0.00138821267376763,0.00138821267376763,0.00138821267376763,1,0
"withheld","Q396_Q398R2","Q396_Q398R2","(1) Strongly agree",3,69,92,-0.000154293192424581,-0.000256965297729732,-2.69781776589838e-06,0,3
"withheld","Q396_Q398R2","Q396_Q398R2","(2) Agree",3,233,249,-1.89340010167243e-05,-5.70465925757362e-05,2.28778173225437e-05,1,2
"withheld","Q396_Q398R2","Q396_Q398R2","(3) No opinion",3,119,129,3.9014858340971e-05,-9.68796935979417e-06,0.000102552242904216,2,1
"withheld","Q396_Q398R2","Q396_Q398R2","(4) Disagree",3,59,65,8.06621816577349e-05,-0.000159176450468745,0.000410151137132574,1,2
"withheld","Q396_Q398R2","Q396_Q398R2","(5) Strongly disagree",1,12,12,3.94877160015508e-05,3.94877160015508e-05,3.94877160015508e-05,1,0
"withheld","Q396_Q398R3","Q396_Q398R3","(1) Strongly agree",3,75,103,1.45900821201288e-05,-2.99002565379652e-05,4.29935979137288e-05,2,1
"withheld","Q396_Q398R3","Q396_Q398R3","(2) Agree",3,230,238,1.39437846417698e-05,-6.7766210827625e-05,0.000138186669970321,1,2
"withheld","Q396_Q398R3","Q396_Q398R3","(3) No opinion",3,139,163,1.64441304348271e-05,-8.8655581822466e-05,0.000108767127936415,2,1
"withheld","Q396_Q398R3","Q396_Q398R3","(4) Disagree",3,33,36,-3.43640992744361e-05,-0.00019237391542644,7.11738843194821e-05,2,1
"withheld","Q396_Q398R3","Q396_Q398R3","(5) Strongly disagree",3,12,16,-9.73100665075495e-05,-0.000466338950770719,0.000388435733711607,1,2
"withheld","Q399","Q399","(1) Yes",3,351,379,-9.03946036760141e-05,-0.000118760101556989,-3.69042191849907e-05,0,3
"withheld","Q399","Q399","(2) No",3,52,66,-3.60944992868455e-05,-0.000330121178154194,0.000177674409461356,2,1
"withheld","Q399","Q399","(3) Don't Know",3,90,104,0.000341210637860362,0.000186440638773379,0.000563883999761077,3,0
"withheld","Q39","Q39R1","(0) NO TO: Someone came to my home",3,227,248,0.000111572062782045,3.82405680725861e-06,0.000196988090244975,3,0
"withheld","Q39","Q39R1","(1) Someone came to my home",3,54,61,0.000224119359974975,6.22004848706659e-05,0.00034999870598937,3,0
"withheld","Q39","Q39R1","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R2","(0) NO TO: Phone call",3,118,133,0.00018300501417808,-4.31113491427012e-05,0.000419253522235455,2,1
"withheld","Q39","Q39R2","(1) Phone call",3,166,184,9.80812070084898e-05,5.94147967080779e-05,0.000148621787314456,3,0
"withheld","Q39","Q39R2","Not observed / routed",3,219,233,-0.000153298915165591,-0.000345542258143025,2.22984948657155e-07,1,2
"withheld","Q39","Q39R3","(0) NO TO: Text message",3,138,146,0.000178269563732526,2.89441076567194e-05,0.000312079151946121,3,0
"withheld","Q39","Q39R3","(1) Text message",3,142,163,8.68695205093942e-05,1.95775019502114e-06,0.000129351779818227,3,0
