"variable","item","verified_short_label","construct","wording_source","codebook_pdf_page","source_type","appended_context","routing_notes","missingness_type","sample_system_missing","base_decision","model1","model2","model3","exclusion_note","label_review","raw_observed","measurement","questionnaire_item","questionnaire_pdf_page"
"Q701_Q705R4","Q701_Q705R4","Q701_Q705R4","Q701_Q705r4: House Freedom Caucus - How much do you approve of the performance o","ICPSR variable label; may be truncated",537,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q701_Q705R5","Q701_Q705R5","Q701_Q705R5","Q701_Q705r5: Congressional Caucus for Women","ICPSR variable label; may be truncated",537,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q706_Q708R1","Q706_Q708R1","Shift police funds to community","Q706_Q708r1: Cut funding for police departments and reinvest in community progra","ICPSR variable label; may be truncated",538,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",706,111
"Q706_Q708R2","Q706_Q708R2","Abolish police","Q706_Q708r2: Abolish the police - Here are some things that have been proposed t","ICPSR variable label; may be truncated",538,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",707,111
"Q706_Q708R3","Q706_Q708R3","New non-police first responders","Q706_Q708r3: Create a new agency of first responders, like emergency medical ser","ICPSR variable label; may be truncated",538,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",708,111
"Q709_712R1","Q709_712R1","White privilege as major problem","Q709_712r1: White privilege is a major problem in the U.S. today. - Please indic","ICPSR variable label; may be truncated",539,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",709,111
"Q709_712R2","Q709_712R2","Anti-White discrimination comparison","Q709_712r2: Discrimination against Whites has become as big a problem as discrim","ICPSR variable label; may be truncated",539,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",710,111
"Q709_712R3","Q709_712R3","Protect way of life from foreign influence","Q709_712r3: The American way of life needs to be protected against foreign influ","ICPSR variable label; may be truncated",540,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",711,111
"Q709_712R4","Q709_712R4","Anti-Black racism in own community","Q709_712r4: Anti-Black racism is a major problem in the [pipe: S2_Race_Prime] co","ICPSR variable label; may be truncated",540,"Survey item or survey routing field",FALSE,"Condition joined: S2_RACE_PRIME","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Verified short label; original source construct retained",17545,"Original labelled categories or source type",712,111
"Q713","Q713","Q713","Q713: Do you describe yourself or think of yourself as an immigrant or part of t","ICPSR variable label; may be truncated",540,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q714","Q714","Q714","Q714: How often are you asked about your family origin or where you are from?","ICPSR variable label; may be truncated",541,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"SPLITQ716","SPLITQ716","SPLITQ716","splitQ716: New Single Select Question","ICPSR variable label; may be truncated",541,"Administration / derived field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Routing/experiment metadata; joined to response where required",FALSE,FALSE,FALSE,"Routing/experiment metadata; joined to response where required","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q715_718R1","Q715_718R1","Q715_718R1","Q715_718r1: How much do you believe that you belong in U.S. society? - Next, we","ICPSR variable label; may be truncated",541,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",9147,"Original labelled categories or source type",NA,NA
"Q715_718R2","Q715_718R2","Q715_718R2","Q715_718r2: How much do you believe you are an [pipe: splitQ716] in the United S","ICPSR variable label; may be truncated",542,"Survey item or survey routing field",FALSE,"Condition joined: SPLITQ716","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",9147,"Original labelled categories or source type",NA,NA
"Q715_718R3","Q715_718R3","Q715_718R3","Q715_718r3: How much you believe that others in U.S. society value and respect y","ICPSR variable label; may be truncated",542,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",9147,"Original labelled categories or source type",NA,NA
"Q715_718R4","Q715_718R4","Q715_718R4","Q715_718r4: How much you believe that you are accepted and included by others in","ICPSR variable label; may be truncated",543,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",9147,"Original labelled categories or source type",NA,NA
"Q719","Q719","Q719","Q719: Would you say that the country is governed by a few powerful interests loo","ICPSR variable label; may be truncated",543,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q720_Q722R1","Q720_Q722R1","Q720_Q722R1","Q720_Q722r1: U.S. House of Representative","ICPSR variable label; may be truncated",543,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q720_Q722R2","Q720_Q722R2","Q720_Q722R2","Q720_Q722r2: [pipe: S4] State Senator - How good or poor of a job do you think y","ICPSR variable label; may be truncated",544,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q720_Q722R3","Q720_Q722R3","Q720_Q722R3","Q720_Q722r3: [pipe: S4] State Representative (State Assembly, House of Delegates","ICPSR variable label; may be truncated",544,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q723_Q725R1","Q723_Q725R1","Q723_Q725R1","Q723_Q725r1: U.S. House of Representative","ICPSR variable label; may be truncated",544,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",4975,"Original labelled categories or source type",NA,NA
"Q723_Q725R2","Q723_Q725R2","Q723_Q725R2","Q723_Q725r2: [pipe: S4]","ICPSR variable label; may be truncated",545,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",4975,"Original labelled categories or source type",NA,NA
"Q723_Q725R3","Q723_Q725R3","Q723_Q725R3","Q723_Q725r3: [pipe: S4] State Representative (State Assembly, House of Delegates","ICPSR variable label; may be truncated",545,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",4975,"Original labelled categories or source type",NA,NA
"Q726","Q726","Q726","Q726: If we had more Latinos in elected office, America would be","ICPSR variable label; may be truncated",546,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",4975,"Original labelled categories or source type",NA,NA
"Q727_Q731R1","Q727_Q731R1","Q727_Q731R1","Q727_Q731r1: Have contact with people outside of your family who are","ICPSR variable label; may be truncated",546,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q727_Q731R2","Q727_Q731R2","Q727_Q731R2","Q727_Q731r2: Have contact with people outside of your family who are not","ICPSR variable label; may be truncated",547,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q727_Q731R3","Q727_Q731R3","Q727_Q731R3","Q727_Q731r3: Take children to school, activities, practices, lessons, etc. - Rig","ICPSR variable label; may be truncated",547,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q727_Q731R4","Q727_Q731R4","Q727_Q731R4","Q727_Q731r4: Work for pay outside of your home. - Right now, during an average w","ICPSR variable label; may be truncated",548,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q727_Q731R5","Q727_Q731R5","Q727_Q731R5","Q727_Q731r5: Act as the main caretaker for children, elders or others in your ho","ICPSR variable label; may be truncated",548,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q732_Q737R1","Q732_Q737R1","Q732_Q737R1","Q732_Q737r1: If Black people carried themselves better, White people would treat","ICPSR variable label; may be truncated",548,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q732_Q737R2","Q732_Q737R2","Q732_Q737R2","Q732_Q737r2: Black people would face fewer problems if some members of the group","ICPSR variable label; may be truncated",549,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q732_Q737R3","Q732_Q737R3","Q732_Q737R3","Q732_Q737r3: Black people would fare better in society if they behaved more like","ICPSR variable label; may be truncated",549,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q732_Q737R4","Q732_Q737R4","Q732_Q737R4","Q732_Q737r4: It is important to me that other Black people behave in ways that c","ICPSR variable label; may be truncated",550,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q732_Q737R5","Q732_Q737R5","Q732_Q737R5","Q732_Q737r5: It matters to me that other Black people behave appropriately in pu","ICPSR variable label; may be truncated",550,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q732_Q737R6","Q732_Q737R6","Q732_Q737R6","Q732_Q737r6: It is important to me that other Black people carry themselves in w","ICPSR variable label; may be truncated",551,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q738_Q740R1","Q738_Q740R1","Q738_Q740R1","Q738_Q740r1: When people see a Black person behave inappropriately, they make ne","ICPSR variable label; may be truncated",551,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q738_Q740R2","Q738_Q740R2","Q738_Q740R2","Q738_Q740r2: Society tries to punish all Black people for what one Black person","ICPSR variable label; may be truncated",552,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q738_Q740R3","Q738_Q740R3","Q738_Q740R3","Q738_Q740r3: People draw conclusions about Black people as a group, based on the","ICPSR variable label; may be truncated",552,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1845,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",5479,"Original labelled categories or source type",NA,NA
"Q741","Q741","Q741","Q741: Are you currently","ICPSR variable label; may be truncated",553,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q742","Q742","Q742","Q742: In what year were you first married?","ICPSR variable label; may be truncated",553,"Survey item or survey routing field",FALSE,"Ever married; Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",762,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",9545,"Continuous quantity / allocation",NA,NA
"Q743","Q743","Spouse's party identification","Q743: Generally speaking, does your spouse or partner think of themselves as a R","ICPSR variable label; may be truncated",555,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",722,"Eligible",TRUE,TRUE,FALSE,"Direct partisan or party-selected identity; withheld in Model 3","Verified short label; original source construct retained",10247,"Original labelled categories or source type",743,114
"Q744","Q744","Q744","Q744: Would your spouse or partner call themselves a strong [pipe: Q743], or not","ICPSR variable label; may be truncated",555,"Survey item or survey routing field",FALSE,"Spouse identified as Republican or Democrat at Q743; Condition joined: Q743","System NA: routing, nonresponse or unavailable; labelled responses preserved",1068,"Eligible",TRUE,TRUE,FALSE,"Direct partisan or party-selected identity; withheld in Model 3","Code retained; full wording/short label requires review",6897,"Original labelled categories or source type",NA,NA
"Q745","Q745","Q745","Q745: Does your spouse or partner think of themselves as closer to the Democrati","ICPSR variable label; may be truncated",556,"Survey item or survey routing field",FALSE,"Spouse not major-party identifier at Q743; Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1736,"Eligible",TRUE,TRUE,FALSE,"Direct partisan or party-selected identity; withheld in Model 3","Code retained; full wording/short label requires review",3350,"Original labelled categories or source type",NA,NA
"Q746A","Q746A","Q746A","Q746a: What was the race or ethnicity of your spouse or partner?","ICPSR variable label; may be truncated",556,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1851,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",1811,"Original labelled categories or source type",NA,NA
"Q746B","Q746B","Q746B","Q746b: What is the race or ethnicity of your spouse or partner?","ICPSR variable label; may be truncated",557,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",722,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",10247,"Original labelled categories or source type",NA,NA
"Q747","Q747","Q747","Q747: Where was your spouse or partner born?","ICPSR variable label; may be truncated",557,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",491,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",12058,"Original labelled categories or source type",NA,NA
"Q748","Q748","Q748","Q748: Do you currently have children under the age of 18 living in your househol","ICPSR variable label; may be truncated",558,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q749","Q749","Q749","Q749: Do you currently have any adult children 18 or older living in your househ","ICPSR variable label; may be truncated",558,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R1","Q750","Q750R1","Q750r1: No, no other adult family member - Do you currently have any other adult","ICPSR variable label; may be truncated",558,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R2","Q750","Q750R2","Q750r2: My own mother or father - Do you currently have any other adult family m","ICPSR variable label; may be truncated",559,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R3","Q750","Q750R3","Q750r3: My spouse","ICPSR variable label; may be truncated",559,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R4","Q750","Q750R4","Q750r4: An aunt, uncle or cousin - Do you currently have any other adult family","ICPSR variable label; may be truncated",559,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R5","Q750","Q750R5","Q750r5: My own grandparent - Do you currently have any other adult family member","ICPSR variable label; may be truncated",560,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R6","Q750","Q750R6","Q750r6: My spouse","ICPSR variable label; may be truncated",560,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q750R7","Q750","Q750R7","Q750r7: Another adult family member lives here - Do you currently have any other","ICPSR variable label; may be truncated",560,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q751R1","Q751","Q751R1","Q751r1: Yes, I have had coronavirus - Have you or a family member or friend cont","ICPSR variable label; may be truncated",560,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q751R2","Q751","Q751R2","Q751r2: Yes, someone in my household has had coronavirus - Have you or a family","ICPSR variable label; may be truncated",561,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q751R3","Q751","Q751R3","Q751r3: Yes, family outside of my household has had coronavirus - Have you or a","ICPSR variable label; may be truncated",561,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q751R4","Q751","Q751R4","Q751r4: Yes, someone else I know has had coronavirus - Have you or a family memb","ICPSR variable label; may be truncated",561,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q751R5","Q751","Q751R5","Q751r5: No, nobody I know has had the virus - Have you or a family member or fri","ICPSR variable label; may be truncated",562,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q752","Q752","Q752","Q752: How would you describe your symptoms?","ICPSR variable label; may be truncated",562,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",1829,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",1803,"Original labelled categories or source type",NA,NA
"Q753","Q753","Q753","Q753: How would you describe that person","ICPSR variable label; may be truncated",562,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",978,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",8373,"Original labelled categories or source type",NA,NA
"Q754_Q762R1C1","Q754_Q762R1","Q754_Q762R1C1","Q754_Q762r1c1: Yes, me - Lost job - For each of the following, please indicate w","ICPSR variable label; may be truncated",563,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q754_Q762R1C2","Q754_Q762R1","Q754_Q762R1C2","Q754_Q762r1c2: Yes, someone else in my household - Lost job - For each of the fo","ICPSR variable label; may be truncated",563,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
