"variable","construct","storage","raw_observed"
"Q551_Q559R5","Q551_Q559r5: What happens to Asian people will have","factor",17545
"Q551_Q559R6","Q551_Q559r6: What happens to Muslim people will have","factor",17545
"Q551_Q559R7","Q551_Q559r7: What happens to Native or indigenous people will have","factor",17545
"Q551_Q559R8","Q551_Q559r8: What happens to","factor",17545
"Q551_Q559R9","Q551_Q559r9: What happens to","factor",17545
"Q560R1","Q560r1: Racial identity - How important are the following identities to you pers","factor",17545
"Q560R2","Q560r2: Gender identity - How important are the following identities to you pers","factor",17545
"Q560R3","Q560r3: Religious identity - How important are the following identities to you p","factor",17545
"Q560R4","Q560r4: Party identity - How important are the following identities to you perso","factor",17545
"Q560R5","Q560r5: Cultural identity - How important are the following identities to you pe","factor",17545
"Q560R6","Q560r6: Class identity - How important are the following identities to you perso","factor",17545
"Q560R7","Q560r7: City/town/community identity - How important are the following identitie","factor",17545
"Q560R8","Q560r8: American identity - How important are the following identities to you pe","factor",17545
"Q561","Q561: Do you think of yourself as a woman of color?","factor",6851
"Q562","Q562: Thinking about government services, political power and representation, wo","factor",13590
"Q563_Q572R1","Q563_Q572r1: Women - Think about the size of the following groups in the U.S. po","factor",17545
"Q563_Q572R2","Q563_Q572r2: Men - Think about the size of the following groups in the U.S. popu","factor",17545
"Q563_Q572R3","Q563_Q572r3: Immigrants - Think about the size of the following groups in the U.","factor",17545
"Q563_Q572R4","Q563_Q572r4: Native Americans - Think about the size of the following groups in","factor",17545
"Q563_Q572R5","Q563_Q572r5: Whites - Think about the size of the following groups in the U.S. p","factor",17545
"Q563_Q572R6","Q563_Q572r6: Blacks - Think about the size of the following groups in the U.S. p","factor",17545
"Q563_Q572R7","Q563_Q572r7: Latinos - Think about the size of the following groups in the U.S.","factor",17545
"Q563_Q572R8","Q563_Q572r8: Asians - Think about the size of the following groups in the U.S. p","factor",17545
"Q563_Q572R9","Q563_Q572r9: Muslims - Think about the size of the following groups in the U.S.","factor",17545
"Q563_Q572R10","Q563_Q572r10: LGBTQ - Think about the size of the following groups in the U.S. p","factor",17545
"Q573","Q573: If offered the opportunity, would you consider running for political offic","factor",17545
"Q574","Q574: Imagine you are new politician in the area where you live, would you feel","factor",17545
"Q575_Q581R1","Q575_Q581r1: Women of color congressional candidates - We'd like to get your fee","numeric",9394
"Q575_Q581R2","Q575_Q581r2: Representative Alexandria Ocasio-Cortez (AOC) - We'd like to get yo","numeric",9394
"Q575_Q581R3","Q575_Q581r3: Black men congressional candidates - We'd like to get your feelings","numeric",9394
"Q575_Q581R4","Q575_Q581r4: Latina women congressional candidates - We'd like to get your feeli","numeric",9394
"Q575_Q581R5","Q575_Q581r5: Black women congressional candidates - We'd like to get your feelin","numeric",9394
"Q575_Q581R6","Q575_Q581r6: Latino men congressional candidates - We'd like to get your feeling","numeric",9394
"Q575_Q581R7","Q575_Q581r7: Representative Ayanna Pressley - We'd like to get your feelings tow","numeric",9394
"Q582","Q582: In deciding how to vote, is the candidate being a woman of color an import","factor",9094
"Q583","Q583: Do you think the quality of services provided by the government is general","factor",5479
"Q584","Q584: Do you favor or oppose having a national health plan, sometimes called Med","factor",17545
"Q585_Q590R1","Q585_Q590r1: Put off or postpone getting health care you needed because of the c","factor",5479
"Q585_Q590R2","Q585_Q590r2: Have problems paying or an inability to pay for any medical bills -","factor",5479
"Q585_Q590R3","Q585_Q590r3: Get charged more than you expected for a bill you received from a d","factor",5479
"Q585_Q590R4","Q585_Q590r4: Have an unexpected injury, serious illness, or other medical event","factor",5479
"Q585_Q590R5","Q585_Q590r5: Feel you were mistreated by a healthcare provider because of your r","factor",5479
"Q585_Q590R6","Q585_Q590r6: Put off or postpone getting health care due to concerns related to","factor",5479
"Q591_Q596R1","Q591_Q596r1: Asian or Asian American people - How often did your parents and fam","factor",17545
"Q591_Q596R2","Q591_Q596r2: Black or African American people - How often did your parents and f","factor",17545
"Q591_Q596R3","Q591_Q596r3: Hispanic or Latino people - How often did your parents and family t","factor",17545
"Q591_Q596R4","Q591_Q596r4: Native American people - How often did your parents and family talk","factor",17545
"Q591_Q596R5","Q591_Q596r5: Middle Eastern people - How often did your parents and family talk","factor",17545
"Q591_Q596R6","Q591_Q596r6: White people - How often did your parents and family talk about the","factor",17545
"Q597_Q602R1","Q597_Q602r1: Asian or Asian American people - In school, how much did you learn","factor",17545
"Q597_Q602R2","Q597_Q602r2: Black or African American people - In school, how much did you lear","factor",17545
"Q597_Q602R3","Q597_Q602r3: Hispanic or Latino people - In school, how much did you learn about","factor",17545
"Q597_Q602R4","Q597_Q602r4: Native American people - In school, how much did you learn about th","factor",17545
"Q597_Q602R5","Q597_Q602r5: Middle Eastern people - In school, how much did you learn about the","factor",17545
"Q597_Q602R6","Q597_Q602r6: White people - In school, how much did you learn about the history","factor",17545
"Q603R1","Q603r1: Parents and Family - In general, where do you learn the most about other","numeric",17545
"Q603R2","Q603r2: Film or TV - In general, where do you learn the most about other racial","numeric",17545
"Q603R3","Q603r3: Friends - In general, where do you learn the most about other racial gro","numeric",17545
"Q603R4","Q603r4: News coverage - In general, where do you learn the most about other raci","numeric",17545
"Q603R5","Q603r5: Spouse or partner - In general, where do you learn the most about other","numeric",17545
"Q603R6","Q603r6: Work/ Place of employment - In general, where do you learn the most abou","numeric",17545
"Q603R7","Q603r7: Personal interactions with others - In general, where do you learn the m","numeric",17545
"Q603R8","Q603r8: Personal research - In general, where do you learn the most about other","numeric",17545
"Q603R9","Q603r9: K-12 school - In general, where do you learn the most about other racial","numeric",17545
"Q603R10","Q603r10: College - In general, where do you learn the most about other racial gr","numeric",17545
"Q604_Q605R1","Q604_Q605r1: Groups who have faced racial or ethnic oppression are obligated to","factor",17545
"Q604_Q605R2","Q604_Q605r2: Groups who have faced racial or ethnic oppression have a better und","factor",17545
"Q606R1","Q606r1: White supremacists (such as the KKK) - Which of the following groups do","factor",14521
"Q606R2","Q606r2: Anti-abortion activists - Which of the following groups do you most DISL","factor",9100
"Q606R3","Q606r3: Black Lives Matter activists - Which of the following groups do you most","factor",5184
"Q606R4","Q606r4: Militant anti-fascists (such as Antifa) - Which of the following groups","factor",11575
"Q606R5","Q606r5: Democratic Socialists - Which of the following groups do you most DISLIK","factor",4799
"Q606R6","Q606r6: The Tea Party - Which of the following groups do you most DISLIKE?Rank t","factor",7456
"Q607TEXT","Q607text: text","factor",17545
"Q607_Q610R1","Q607_Q610r1: [pipe: Q607text] are a threat to my safety or that of my family - D","factor",17545
"Q607_Q610R2","Q607_Q610r2: [pipe: Q607text] are a threat to Americans","factor",17545
"Q607_Q610R3","Q607_Q610r3: [pipe: Q607text] should be banned from holding public rallies - Do","factor",17545
"Q607_Q610R4","Q607_Q610r4: [pipe: Q607text] should be banned from running for public office -","factor",17545
"Q611","Q611: If someone is from the Middle East or North Africa (for example, Lebanon,","factor",17545
"Q613","Q613: In the US we use a number of categories to describe ourselves racially. Do","factor",4975
"Q614","Q614: This year there has been a lot of discussion President Trump","factor",4975
"Q615","Q615: Regardless of whether you support or oppose Trump","factor",4975
"Q616_Q618R1","Q616_Q618r1: Black people - Thinking about issues like job opportunities, income","factor",4975
"Q616_Q618R2","Q616_Q618r2: Latino people - Thinking about issues like job opportunities, incom","factor",4975
"Q616_Q618R3","Q616_Q618r3: Immigrants - Thinking about issues like job opportunities, income a","factor",4975
"Q619_Q626R1","Q619_Q626r1: Whites - How much discrimination, if any, do you think exists again","factor",17545
"Q619_Q626R2","Q619_Q626r2: Blacks - How much discrimination, if any, do you think exists again","factor",17545
"Q619_Q626R3","Q619_Q626r3: Asian Americans - How much discrimination, if any, do you think exi","factor",17545
"Q619_Q626R4","Q619_Q626r4: Native Americans - How much discrimination, if any, do you think ex","factor",17545
"Q619_Q626R5","Q619_Q626r5: Immigrants - How much discrimination, if any, do you think exists a","factor",17545
"Q619_Q626R6","Q619_Q626r6: Latinos - How much discrimination, if any, do you think exists agai","factor",17545
"Q619_Q626R7","Q619_Q626r7: Gays and Lesbians - How much discrimination, if any, do you think e","factor",17545
"Q619_Q626R8","Q619_Q626r8: Muslims - How much discrimination, if any, do you think exists agai","factor",17545
"Q627","Q627: Have you ever been treated unfairly or personally experienced discriminati","factor",17545
"Q628","Q628: Did you experience that discrimination here in the United States, or in yo","factor",1836
"Q629R1","Q629r1: Racial background or ethnicity - In your opinion, were you unfairly trea","factor",8365
"Q629R2","Q629r2: Skin color - In your opinion, were you unfairly treated because of your","factor",8365
"Q629R3","Q629r3: Gender - In your opinion, were you unfairly treated because of your","factor",8365
"Q629R4","Q629r4: Sexuality or sexual orientation - In your opinion, were you unfairly tre","factor",8365
"Q629R5","Q629r5: Immigration status - In your opinion, were you unfairly treated because","factor",8365
"Q629R6","Q629r6: Religion - In your opinion, were you unfairly treated because of your","factor",8365
"Q629R7","Q629r7: Accent, regardless of whether or not you have an accent - In your opinio","factor",8365
"Q630_Q632R1","Q630_Q632r1: People ever act as if you don","factor",17545
"Q630_Q632R2","Q630_Q632r2: People assume that you are good at math or science - In an average","factor",17545
"Q630_Q632R3","Q630_Q632r3: People assume that you are not American - In an average month, do a","factor",17545
"Q633","Q633: Overall, how much has discrimination interfered with you having a full and","factor",17545
"SPLITQ634_Q638","splitQ634_Q638: New Single Select Question","factor",17545
"Q639","Q639: Do you currently own or rent your home, or live with someone who owns or r","factor",17545
"Q640_Q645R1","Q640_Q645r1: Problems with a landlord (for example, eviction or threat of evicti","factor",2759
"Q640_Q645R2","Q640_Q645r2: Problems with a bank, lender, or debt collector (for example, decep","factor",5740
"Q640_Q645R3","Q640_Q645r3: Other financial problems (for example, bankruptcy, identity theft,","factor",5740
"Q640_Q645R4","Q640_Q645r4: Problems with medical care or health insurance (for example, billin","factor",5740
"Q640_Q645R5","Q640_Q645r5: Problems obtaining or keeping government benefits (for example, une","factor",5740
"Q640_Q645R6","Q640_Q645r6: Problems with an employer (for example, wage theft, unsafe working","factor",5740
"Q646_Q651R1","Q646_Q651r1: Problems with a bank, lender, or debt collector (for example, decep","factor",5918
"Q646_Q651R2","Q646_Q651r2: Other financial problems (for example, bankruptcy, identity theft,","factor",5918
"Q646_Q651R3","Q646_Q651r3: Problems with medical care or health insurance (for example, billin","factor",5918
"Q646_Q651R4","Q646_Q651r4: Problems obtaining or keeping government benefits (for example, une","factor",5918
"Q646_Q651R5","Q646_Q651r5: Problems with an employer (for example, wage theft, unsafe working","factor",5918
"Q646_Q651R6","Q646_Q651r6: Had difficulty getting security deposit back - In the past 2 years","factor",2058
"Q646_Q651R7","Q646_Q651r7: Landlord or someone associated with landlord destroyed or removed p","factor",2058
"Q646_Q651R8","Q646_Q651r8: Landlord denied a reasonable accommodation for disability or medica","factor",2058
"Q646_Q651R9","Q646_Q651r9: Landlord failed to provide basic services, repairs, safe accommodat","factor",2058
"Q646_Q651R10","Q646_Q651r10: Evicted or threatened with eviction - In the past 2 years did you","factor",2058
"Q646_Q651R11","Q646_Q651r11: Threatened by landlord for exercising tenants","factor",2058
"Q652_Q658R1","Q652_Q658r1: Problems with misleading, unfair, or deceptive lending practices -","factor",5887
"Q652_Q658R2","Q652_Q658r2: Problems getting access to credit or loan - In the past 2 years did","factor",5887
"Q652_Q658R3","Q652_Q658r3: Problems with identity theft - In the past 2 years did you or any m","factor",5887
"Q652_Q658R4","Q652_Q658r4: Problems with terms of repayment or interest rates charged by lende","factor",5887
"Q652_Q658R5","Q652_Q658r5: Problems with harassment by creditors or collection agencies, inclu","factor",5887
"Q652_Q658R6","Q652_Q658r6: Had a home go into foreclosure - In the past 2 years did you or any","factor",5887
"Q652_Q658R7","Q652_Q658r7: Filed or considered filing for bankruptcy - In the past 2 years did","factor",5887
"Q659R1","Q659r1: Online resource - At any time while you were dealing with any of these p","factor",6282
"Q659R2","Q659r2: Paid Private Attorney - At any time while you were dealing with any of t","factor",6282
"Q659R3","Q659r3: Volunteer Attorney - At any time while you were dealing with any of thes","factor",6282
"Q659R4","Q659r4: Legal Aid Organization or Attorney - At any time while you were dealing","factor",6282
"Q659R5","Q659r5: Legal Hotline - At any time while you were dealing with any of these pro","factor",6282
"Q659R6","Q659r6: Community, Nonprofit, or Social Service Organization - At any time while","factor",6282
"Q659R7","Q659r7: Law School Clinic - At any time while you were dealing with any of these","factor",6282
"Q659R8","Q659r8: Family or Friend - At any time while you were dealing with any of these","factor",6282
"Q660","Q660: To what extent do you think people like you have the ability to use the co","factor",17545
"Q661","Q661: To what extent do you think people like you are treated fairly in the civi","factor",17545
"Q662R1","Q662r1: Credit card debt - Which of the following types of debt have you had in","factor",17545
"Q662R2","Q662r2: Mortgage loan debt - Which of the following types of debt have you had i","factor",17545
"Q662R3","Q662r3: Auto loan debt - Which of the following types of debt have you had in th","factor",17545
"Q662R4","Q662r4: Student loan debt - Which of the following types of debt have you had in","factor",17545
"Q662R5","Q662r5: Payday loan debt - Which of the following types of debt have you had in","factor",17545
"Q662R6","Q662r6: Other personal loan debt - Which of the following types of debt have you","factor",17545
"Q663_Q666R1","Q663_Q666r1: Credit card - How likely would you be to use each of the following","factor",17545
"Q663_Q666R2","Q663_Q666r2: Payday or other short-term loan - How likely would you be to use ea","factor",17545
"Q663_Q666R3","Q663_Q666r3: Public benefits (such as unemployment insurance, food stamps) - How","factor",17545
"Q663_Q666R4","Q663_Q666r4: Financial support from family or friends - How likely would you be","factor",17545
"Q667_Q671R1","Q667_Q671r1: Check-cashing store - In the past 12 months, have you used any of t","factor",17545
"Q667_Q671R2","Q667_Q671r2: Payday lending store or cash advance service - In the past 12 month","factor",17545
"Q667_Q671R3","Q667_Q671r3: Bank account - In the past 12 months, have you used any of the foll","factor",17545
"Q667_Q671R4","Q667_Q671r4: Pawnshop - In the past 12 months, have you used any of the followin","factor",17545
"Q667_Q671R5","Q667_Q671r5: Title loan - In the past 12 months, have you used any of the follow","factor",17545
"Q672","Q672: In the past 5 years, have you used a payday lending store or cash advance","factor",17545
"Q673","Q673: In the past 5 years, has someone in your family used a payday lending stor","factor",17545
"Q674R1","Q674r1: How much do you trust banks on a scale from 0 (no trust) to 10 (total tr","numeric",17545
"Q675","Q675: Do you have a bank account?","factor",17545
"Q676_Q678R1","Q676_Q678r1: The bank is owned by members of your tribe? - Suppose you are think","factor",2829
"Q676_Q678R2","Q676_Q678r2: The bank is owned by Native Americans who are not members of your t","factor",2829
"Q676_Q678R3","Q676_Q678r3: The bank is owned by an American (United States) company? - Suppose","factor",2829
"Q679_Q682R1","Q679_Q682r1: My tribal government should NOT share financial data outside the tr","factor",2829
"Q679_Q682R2","Q679_Q682r2: My tribal government should share financial data outside the tribe","factor",2829
"Q679_Q682R3","Q679_Q682r3: My tribe should share data IF it means that my tribe","factor",2829
"Q679_Q682R4","Q679_Q682r4: My tribe should share data IF it means that economic development in","factor",2829
"Q683","Q683: As you may know, the Voting Rights Act was passed in the 1965s to prevent","factor",17545
"Q684","Q684: When thinking about the November 2020 election, which potential outcome do","factor",17545
"Q685","Q685: When you think about national security, do you think of that more as keepi","factor",17545
"Q686","Q686: Have you been requested to report for, or serve for jury duty within the l","factor",17545
"Q687","Q687: In your most recent request to serve for jury duty, were you selected to s","factor",4240
"Q688","Q688: If not, was that because...","factor",5007
"Q689","Q689: Should federal spending on science and technology be increased, decreased,","factor",17545
"Q690","Q690: Thinking about the police department in your community, do you think that","factor",17545
"Q691","Q691: Compared to current levels of involvement, how involved do you think scien","factor",17545
"Q692","Q692: Think about events that have prevented 10 or more people from being able t","factor",17545
"SPLITQ693_Q700","splitQ693_Q700: New Single Select Question","factor",17545
"Q693_Q700R1","Q693_Q700r1: Low-income people - How much of the time do you think you can trust","factor",17545
"Q693_Q700R2","Q693_Q700r2: Middle- income people - How much of the time do you think you can t","factor",17545
"Q693_Q700R3","Q693_Q700r3: High-income people - How much of the time do you think you can trus","factor",17545
"Q693_Q700R4","Q693_Q700r4: Women - How much of the time do you think you can trust the [pipe:","factor",17545
"Q693_Q700R5","Q693_Q700r5: Immigrants - How much of the time do you think you can trust the [p","factor",17545
"Q693_Q700R6","Q693_Q700r6: Black people - How much of the time do you think you can trust the","factor",17545
"Q693_Q700R7","Q693_Q700r7: White people - How much of the time do you think you can trust the","factor",17545
"Q693_Q700R8","Q693_Q700r8: Hispanic people - How much of the time do you think you can trust t","factor",17545
"Q701_Q705R1","Q701_Q705r1: Congressional Black Caucus - How much do you approve of the perform","factor",17545
"Q701_Q705R2","Q701_Q705r2: Congressional Hispanic Caucus - How much do you approve of the perf","factor",17545
"Q701_Q705R3","Q701_Q705r3: Congressional Asian Pacific American Caucus - How much do you appro","factor",17545
"Q701_Q705R4","Q701_Q705r4: House Freedom Caucus - How much do you approve of the performance o","factor",17545
"Q701_Q705R5","Q701_Q705r5: Congressional Caucus for Women","factor",17545
"Q706_Q708R1","Q706_Q708r1: Cut funding for police departments and reinvest in community progra","factor",17545
"Q706_Q708R2","Q706_Q708r2: Abolish the police - Here are some things that have been proposed t","factor",17545
"Q706_Q708R3","Q706_Q708r3: Create a new agency of first responders, like emergency medical ser","factor",17545
"Q709_712R1","Q709_712r1: White privilege is a major problem in the U.S. today. - Please indic","factor",17545
"Q709_712R2","Q709_712r2: Discrimination against Whites has become as big a problem as discrim","factor",17545
"Q709_712R3","Q709_712r3: The American way of life needs to be protected against foreign influ","factor",17545
"Q709_712R4","Q709_712r4: Anti-Black racism is a major problem in the [pipe: S2_Race_Prime] co","factor",17545
"Q713","Q713: Do you describe yourself or think of yourself as an immigrant or part of t","factor",17545
"Q714","Q714: How often are you asked about your family origin or where you are from?","factor",17545
"SPLITQ716","splitQ716: New Single Select Question","factor",17545
"Q715_718R1","Q715_718r1: How much do you believe that you belong in U.S. society? - Next, we","factor",9147
"Q715_718R2","Q715_718r2: How much do you believe you are an [pipe: splitQ716] in the United S","factor",9147
"Q715_718R3","Q715_718r3: How much you believe that others in U.S. society value and respect y","factor",9147
"Q715_718R4","Q715_718r4: How much you believe that you are accepted and included by others in","factor",9147
"Q719","Q719: Would you say that the country is governed by a few powerful interests loo","factor",17545
"Q720_Q722R1","Q720_Q722r1: U.S. House of Representative","factor",17545
"Q720_Q722R2","Q720_Q722r2: [pipe: S4] State Senator - How good or poor of a job do you think y","factor",17545
"Q720_Q722R3","Q720_Q722r3: [pipe: S4] State Representative (State Assembly, House of Delegates","factor",17545
"Q723_Q725R1","Q723_Q725r1: U.S. House of Representative","factor",4975
"Q723_Q725R2","Q723_Q725r2: [pipe: S4]","factor",4975
"Q723_Q725R3","Q723_Q725r3: [pipe: S4] State Representative (State Assembly, House of Delegates","factor",4975
"Q726","Q726: If we had more Latinos in elected office, America would be","factor",4975
"Q727_Q731R1","Q727_Q731r1: Have contact with people outside of your family who are","factor",17545
"Q727_Q731R2","Q727_Q731r2: Have contact with people outside of your family who are not","factor",17545
"Q727_Q731R3","Q727_Q731r3: Take children to school, activities, practices, lessons, etc. - Rig","factor",17545
"Q727_Q731R4","Q727_Q731r4: Work for pay outside of your home. - Right now, during an average w","factor",17545
"Q727_Q731R5","Q727_Q731r5: Act as the main caretaker for children, elders or others in your ho","factor",17545
"Q732_Q737R1","Q732_Q737r1: If Black people carried themselves better, White people would treat","factor",5479
"Q732_Q737R2","Q732_Q737r2: Black people would face fewer problems if some members of the group","factor",5479
"Q732_Q737R3","Q732_Q737r3: Black people would fare better in society if they behaved more like","factor",5479
"Q732_Q737R4","Q732_Q737r4: It is important to me that other Black people behave in ways that c","factor",5479
"Q732_Q737R5","Q732_Q737r5: It matters to me that other Black people behave appropriately in pu","factor",5479
"Q732_Q737R6","Q732_Q737r6: It is important to me that other Black people carry themselves in w","factor",5479
"Q738_Q740R1","Q738_Q740r1: When people see a Black person behave inappropriately, they make ne","factor",5479
"Q738_Q740R2","Q738_Q740r2: Society tries to punish all Black people for what one Black person","factor",5479
"Q738_Q740R3","Q738_Q740r3: People draw conclusions about Black people as a group, based on the","factor",5479
"Q741","Q741: Are you currently","factor",17545
"Q742","Q742: In what year were you first married?","factor",9545
"Q743","Q743: Generally speaking, does your spouse or partner think of themselves as a R","factor",10247
"Q744","Q744: Would your spouse or partner call themselves a strong [pipe: Q743], or not","factor",6897
"Q745","Q745: Does your spouse or partner think of themselves as closer to the Democrati","factor",3350
"Q746A","Q746a: What was the race or ethnicity of your spouse or partner?","factor",1811
"Q746B","Q746b: What is the race or ethnicity of your spouse or partner?","factor",10247
"Q747","Q747: Where was your spouse or partner born?","factor",12058
"Q748","Q748: Do you currently have children under the age of 18 living in your househol","factor",17545
"Q749","Q749: Do you currently have any adult children 18 or older living in your househ","factor",17545
"Q750R1","Q750r1: No, no other adult family member - Do you currently have any other adult","factor",17545
"Q750R2","Q750r2: My own mother or father - Do you currently have any other adult family m","factor",17545
"Q750R3","Q750r3: My spouse","factor",17545
"Q750R4","Q750r4: An aunt, uncle or cousin - Do you currently have any other adult family","factor",17545
"Q750R5","Q750r5: My own grandparent - Do you currently have any other adult family member","factor",17545
"Q750R6","Q750r6: My spouse","factor",17545
"Q750R7","Q750r7: Another adult family member lives here - Do you currently have any other","factor",17545
"Q751R1","Q751r1: Yes, I have had coronavirus - Have you or a family member or friend cont","factor",17545
"Q751R2","Q751r2: Yes, someone in my household has had coronavirus - Have you or a family","factor",17545
"Q751R3","Q751r3: Yes, family outside of my household has had coronavirus - Have you or a","factor",17545
"Q751R4","Q751r4: Yes, someone else I know has had coronavirus - Have you or a family memb","factor",17545
"Q751R5","Q751r5: No, nobody I know has had the virus - Have you or a family member or fri","factor",17545
"Q752","Q752: How would you describe your symptoms?","factor",1803
"Q753","Q753: How would you describe that person","factor",8373
"Q754_Q762R1C1","Q754_Q762r1c1: Yes, me - Lost job - For each of the following, please indicate w","factor",17545
"Q754_Q762R1C2","Q754_Q762r1c2: Yes, someone else in my household - Lost job - For each of the fo","factor",17545
"Q754_Q762R1C3","Q754_Q762r1c3: No, nobody in my household - Lost job - For each of the following","factor",17545
"Q754_Q762R2C1","Q754_Q762r2c1: Yes, me - Had work hours cut, or pay cut, but kept job - For each","factor",17545
"Q754_Q762R2C2","Q754_Q762r2c2: Yes, someone else in my household - Had work hours cut, or pay cu","factor",17545
"Q754_Q762R2C3","Q754_Q762r2c3: No, nobody in my household - Had work hours cut, or pay cut, but","factor",17545
"Q754_Q762R3C1","Q754_Q762r3c1: Yes, me - Had to temporarily or permanently close my business or","factor",17545
"Q754_Q762R3C2","Q754_Q762r3c2: Yes, someone else in my household - Had to temporarily or permane","factor",17545
"Q754_Q762R3C3","Q754_Q762r3c3: No, nobody in my household - Had to temporarily or permanently cl","factor",17545
"Q754_Q762R4C1","Q754_Q762r4c1: Yes, me - Currently unemployed and looking for work - For each of","factor",17545
"Q754_Q762R4C2","Q754_Q762r4c2: Yes, someone else in my household - Currently unemployed and look","factor",17545
"Q754_Q762R4C3","Q754_Q762r4c3: No, nobody in my household - Currently unemployed and looking for","factor",17545
"Q754_Q762R5C1","Q754_Q762r5c1: Yes, me - Lost access to health insurance - For each of the follo","factor",17545
"Q754_Q762R5C2","Q754_Q762r5c2: Yes, someone else in my household - Lost access to health insuran","factor",17545
"Q754_Q762R5C3","Q754_Q762r5c3: No, nobody in my household - Lost access to health insurance - Fo","factor",17545
"Q754_Q762R6C1","Q754_Q762r6c1: Yes, me - Was not able to pay monthly rent or mortgage - For each","factor",17545
"Q754_Q762R6C2","Q754_Q762r6c2: Yes, someone else in my household - Was not able to pay monthly r","factor",17545
"Q754_Q762R6C3","Q754_Q762r6c3: No, nobody in my household - Was not able to pay monthly rent or","factor",17545
"Q754_Q762R7C1","Q754_Q762r7c1: Yes, me - Had to borrow money from a friend or family - For each","factor",17545
"Q754_Q762R7C2","Q754_Q762r7c2: Yes, someone else in my household - Had to borrow money from a fr","factor",17545
"Q754_Q762R7C3","Q754_Q762r7c3: No, nobody in my household - Had to borrow money from a friend or","factor",17545
"Q754_Q762R8C1","Q754_Q762r8c1: Yes, me - Used a foodbank or charity to get access to groceries a","factor",17545
"Q754_Q762R8C2","Q754_Q762r8c2: Yes, someone else in my household - Used a foodbank or charity to","factor",17545
"Q754_Q762R8C3","Q754_Q762r8c3: No, nobody in my household - Used a foodbank or charity to get ac","factor",17545
"Q754_Q762R9C1","Q754_Q762r9c1: Yes, me - Had to spend money buying additional computers, technol","factor",17545
"Q754_Q762R9C2","Q754_Q762r9c2: Yes, someone else in my household - Had to spend money buying add","factor",17545
"Q754_Q762R9C3","Q754_Q762r9c3: No, nobody in my household - Had to spend money buying additional","factor",17545
"Q763_Q766R1","Q763_Q766r1: Did not have enough computers or tablets for everyone to use - Thin","factor",5536
"Q763_Q766R2","Q763_Q766r2: My kids had trouble connecting to the internet for their online sch","factor",5536
"Q763_Q766R3","Q763_Q766r3: I did not feel prepared to help with my kids school assignments - T","factor",5536
"Q763_Q766R4","Q763_Q766r4: My kids had increased stress and emotional problems - Thinking spec","factor",5536
"Q767_Q771R1","Q767_Q771r1: Sent money to family or friends in your home country - Thinking abo","factor",4248
"Q767_Q771R2","Q767_Q771r2: Voted in an election in your home country - Thinking about the coun","factor",4248
"Q767_Q771R3","Q767_Q771r3: Donated to a political cause in your home country - Thinking about","factor",4248
"Q767_Q771R4","Q767_Q771r4: Donated to a charitable cause in your home country - Thinking about","factor",4248
"Q767_Q771R5","Q767_Q771r5: Volunteered for a cause in your home country - Thinking about the c","factor",4248
"Q772","Q772: What is the name of the current city you reside in here in [pipe: S4]?","factor",17545
"Q773","Q773: How long have you lived in your current city or town?","factor",17544
"VQ773","vQ773: How long have you lived in your current city or town?","factor",17544
"Q774","Q774: And how long have you have been living at your current address?","factor",16291
"NOANSWERQ774_R1","noanswerQ774_r1: And how long have you have been living at your current address?","factor",17545
"VQ774","vQ774: And how long have you have been living at your current address?","factor",16291
"NOANSWERVQ774_R1","noanswervQ774_r1: And how long have you have been living at your current address","numeric",0
"Q775","Q775: Have you ever lived somewhere else besides this current city?","factor",17545
"Q776","Q776: What city did you used to live in just before?","factor",17545
"Q777","Q777: Please select which state you lived in before.","factor",5507
"Q777B","Q777b: Which country did you used to live in just before?","factor",17545
"Q778R1","Q778r1: Okay, something a little different, what city, state or country did you","factor",17545
"Q779","Q779: State:","factor",12481
"Q780R1","Q780r1: Country:","factor",17545
"Q781","Q781: What city, state or province, and country were you born in?City:","factor",17545
"Q782","Q782: State:","factor",10248
"Q783","Q783: State or Province:","factor",17545
"Q784","Q784: Country:","factor",17545
"Q785","Q785: Did you ever live somewhere else besides the city you were born in before","factor",4248
"Q786R1","Q786r1: City: - What city, state and country did you move to before coming to th","factor",17545
"Q786R2","Q786r2: State or Province: - What city, state and country did you move to before","factor",17545
"Q786R3","Q786r3: Country: - What city, state and country did you move to before coming to","factor",17545
"Q787R1","Q787r1: When you arrived to the US, in what city and state did you first live?","factor",17545
"Q788","Q788: State:","factor",4248
"Q789R1","Q789r1: In what city and state have you lived the longest in the US?","factor",17545
"Q790","Q790: State:","factor",13848
"Q793R1","Q793r1: Better economic/job opportunities in the U.S. - Immigrants come to the U","factor",4219
"Q793R2","Q793r2: To reunite with family already in the U.S. - Immigrants come to the U.S.","factor",4147
"Q793R3","Q793r3: Better stability and safety in the U.S. - Immigrants come to the U.S. fo","factor",4222
"Q793R4","Q793r4: To escape political oppression / more freedoms in the U.S. - Immigrants","factor",4069
"Q793R5","Q793r5: Because of climate impacts in my home country - Immigrants come to the U","factor",4016
"Q794R1","Q794r1: No, I do not send money or remittances - Do you ever send money or remit","factor",9147
"Q794R2","Q794r2: Yes, to my parents - Do you ever send money or remittances to friends or","factor",9147
"Q794R3","Q794r3: Yes, to my children - Do you ever send money or remittances to friends o","factor",9147
"Q794R4","Q794r4: Yes, to my grandparents - Do you ever send money or remittances to frien","factor",9147
"Q794R5","Q794r5: Yes to other family members - Do you ever send money or remittances to f","factor",9147
