"run","item","variable","response","n","weight_sum","mean_shap","positive_share"
"diagnostic_202003_forest_FALSE","Q504R5","Q504R5","6",59,49.3589294850824,1.78994247445957e-06,0.279338433844556
"diagnostic_202003_forest_FALSE","Q504R5","Q504R5","7",62,57.0543643087145,-2.75189127479898e-05,0.0687874218329175
"diagnostic_202003_forest_FALSE","Q504R5","Q504R5","8",75,66.4290504455572,-3.42741145109258e-06,0.393957137939398
"diagnostic_202003_forest_FALSE","Q504R5","Q504R5","9",36,29.5495288670063,0.000144231667171941,0.950627526747112
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","1",69,58.5999022871253,1.65286337798393e-05,0.875724190299064
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","10",118,99.0886445343494,-9.17867760312846e-06,0.338327275262003
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","2",26,24.150673776865,4.24763080656162e-05,0.968951140820878
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","3",22,18.8938347399236,0.000323988284187436,0.967435821322761
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","4",27,20.4234745800492,1.87547519859421e-05,0.451334591420403
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","5",46,45.6930760145184,5.81791939269521e-05,0.917244215577322
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","6",48,40.9003924131398,6.13856016103806e-06,0.440279362511792
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","7",41,31.9642513692381,-7.48360661361615e-07,0.546600428296956
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","8",67,51.9973601996898,-1.33821599262601e-06,0.311892487395761
"diagnostic_202003_forest_FALSE","Q504R6","Q504R6","9",57,43.3160936832428,-0.000109713498591894,0
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","1",190,147.340042904019,2.50088899952092e-05,0.704537334532506
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","10",36,25.4331059455873,-6.04142284770322e-05,0.0385550310966534
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","2",53,47.4158903509376,0.000136526807642582,0.975121398555451
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","3",35,34.2415833175183,-7.19225812976925e-05,0.0497905648554795
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","4",39,35.6234073489902,-0.00022876056751113,0
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","5",51,43.1025119721887,2.99163217422892e-05,0.624204833344246
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","6",34,31.7100499570369,-5.23072421714872e-05,0.0322301261221287
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","7",37,29.8111401796343,-6.34715803512587e-05,0.0399874196822157
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","8",32,26.1565548777584,5.38448387855168e-05,0.800916631444368
"diagnostic_202003_forest_FALSE","Q504R7","Q504R7","9",14,14.1934167444706,-3.86128931989395e-05,0
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","1",85,73.8173939436674,-1.6543487751101e-05,0.0711696842288319
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","10",31,25.0749768912791,-2.03253203470494e-05,0.0540834189130262
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","2",38,33.3422061502932,0.000331786384895181,0.905962741665814
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","3",36,31.3951150625943,-0.000156254722832597,0
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","4",49,37.8953893631694,0.000244019977335282,0.969540779962002
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","5",71,64.6381096392872,9.74476275843543e-07,0.433668423720405
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","6",69,58.1433143913744,-3.1499352690165e-05,0.0616140613619914
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","7",54,40.3913553208115,-2.63181826306914e-05,0.0894896789570487
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","8",59,46.3067464232444,-2.29828079226556e-05,0.0616146222755159
"diagnostic_202003_forest_FALSE","Q504R8","Q504R8","9",29,24.0230964124205,-9.89934693721685e-06,0.114103579532611
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","1",73,64.469756066799,0.000553868132711211,1
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","10",203,168.123460486532,-0.000240454083797699,0
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","2",19,13.4979320168494,0.000461006444659137,0.922303466084956
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","3",21,16.8065888583659,0.000777903380791441,1
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","4",27,21.7895298451184,0.000217583931153704,0.85622872215385
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","5",26,21.3174484074113,0.000196446041118737,0.794982094048927
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","6",27,23.5337210148575,0.000637900671642022,1
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","7",24,23.5121463984251,2.92657144745366e-05,0.400496882691988
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","8",50,41.0424932390451,0.000329718600336166,0.937287372752619
"diagnostic_202003_forest_FALSE","Q504R11","Q504R11","9",51,40.9346272647379,-0.00394684665062161,0
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","1",172,142.060154125095,-6.40902993506082e-05,0
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","10",60,49.5546945333482,-3.81290132970089e-06,0.559101256321138
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","2",54,51.0511955022813,-1.33714058861415e-05,0.221895437631538
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","3",40,32.8579010516402,-3.23110679948146e-05,0.033519953305612
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","4",27,24.0974479317662,-0.000229710301334223,0
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","5",49,41.5117965936659,-1.49851899958459e-05,0.386025768584567
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","6",31,27.4947633892296,-3.88779183244351e-05,0.140150030062422
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","7",29,23.5165011286734,0.000169376031305201,0.954962699366173
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","8",43,31.6465928554538,0.000182247536148027,0.976305478678107
"diagnostic_202003_forest_FALSE","Q504R12","Q504R12","9",16,11.2366564869881,0.000264978928903488,1
"diagnostic_202003_forest_FALSE","Q505_Q508R1","Q505_Q508R1","(1) Never",293,243.578102901577,7.00150458661113e-05,0.992017235650487
"diagnostic_202003_forest_FALSE","Q505_Q508R1","Q505_Q508R1","(2) Once in awhile",147,125.118578448892,-8.43742652872715e-05,0.0122526037554671
"diagnostic_202003_forest_FALSE","Q505_Q508R1","Q505_Q508R1","(3) Somewhat often",64,50.9542945325375,-0.000101973755533411,0.0118346610985484
"diagnostic_202003_forest_FALSE","Q505_Q508R1","Q505_Q508R1","(4) Very often",17,15.3767277151348,-9.58056104413125e-05,0
"diagnostic_202003_forest_FALSE","Q505_Q508R2","Q505_Q508R2","(1) Never",300,244.867814317345,0,0
"diagnostic_202003_forest_FALSE","Q505_Q508R2","Q505_Q508R2","(2) Once in awhile",146,129.755551844835,0,0
"diagnostic_202003_forest_FALSE","Q505_Q508R2","Q505_Q508R2","(3) Somewhat often",58,46.2425209879877,0,0
"diagnostic_202003_forest_FALSE","Q505_Q508R2","Q505_Q508R2","(4) Very often",17,14.1618164479734,0,0
"diagnostic_202003_forest_FALSE","Q505_Q508R3","Q505_Q508R3","(1) Never",179,148.977818787098,1.59860049260926e-05,1
"diagnostic_202003_forest_FALSE","Q505_Q508R3","Q505_Q508R3","(2) Once in awhile",173,152.799428641796,1.60362045578588e-05,1
"diagnostic_202003_forest_FALSE","Q505_Q508R3","Q505_Q508R3","(3) Somewhat often",109,83.8203258514399,-1.92510789017726e-05,0
"diagnostic_202003_forest_FALSE","Q505_Q508R3","Q505_Q508R3","(4) Very often",60,49.4301303178074,1.18053598860083e-05,1
"diagnostic_202003_forest_FALSE","Q505_Q508R4","Q505_Q508R4","(1) Never",350,291.464811101555,1.32414033226387e-05,0.490937808225123
"diagnostic_202003_forest_FALSE","Q505_Q508R4","Q505_Q508R4","(2) Once in awhile",118,99.6580277085302,-5.67511977743115e-05,0
"diagnostic_202003_forest_FALSE","Q505_Q508R4","Q505_Q508R4","(3) Somewhat often",37,33.2491497844462,0.000147157152106384,1
"diagnostic_202003_forest_FALSE","Q505_Q508R4","Q505_Q508R4","(4) Very often",16,10.6557150036099,4.7937169044253e-06,0.42842854624283
"diagnostic_202003_forest_FALSE","Q509_Q511R1","Q509_Q511R1","(1) Never",371,307.730084374546,2.98655025056842e-06,1
"diagnostic_202003_forest_FALSE","Q509_Q511R1","Q509_Q511R1","(2) Once in awhile",99,88.9543717950585,2.38311832677684e-06,1
"diagnostic_202003_forest_FALSE","Q509_Q511R1","Q509_Q511R1","(3) Somewhat often",42,31.4638586491348,2.67600301148158e-06,1
"diagnostic_202003_forest_FALSE","Q509_Q511R2","Q509_Q511R2","(1) Never",207,177.424327850342,5.24063203725975e-05,0.989073236133095
"diagnostic_202003_forest_FALSE","Q509_Q511R2","Q509_Q511R2","(2) Once in awhile",165,134.777451083064,-2.2718114150131e-05,0
"diagnostic_202003_forest_FALSE","Q509_Q511R2","Q509_Q511R2","(3) Somewhat often",98,79.5149769335987,-1.64178250455296e-05,0.0253355596067533
"diagnostic_202003_forest_FALSE","Q509_Q511R2","Q509_Q511R2","(4) Very often",51,43.310947731137,-2.28760506161942e-05,0
"diagnostic_202003_forest_FALSE","Q509_Q511R3","Q509_Q511R3","(1) Never",259,218.72643098235,2.23689540044608e-05,1
"diagnostic_202003_forest_FALSE","Q509_Q511R3","Q509_Q511R3","(2) Once in awhile",117,95.7708532810211,1.42947486319409e-05,1
"diagnostic_202003_forest_FALSE","Q509_Q511R3","Q509_Q511R3","(3) Somewhat often",73,55.3765906840562,-0.000313058523799174,0
"diagnostic_202003_forest_FALSE","Q509_Q511R3","Q509_Q511R3","(4) Very often",72,65.1538286507134,1.04417718828044e-05,1
"diagnostic_202003_forest_FALSE","Q512","Q512R1","(1) 1st",189,156.411521688103,-9.47023008363594e-05,0.166967492455269
"diagnostic_202003_forest_FALSE","Q512","Q512R1","(2) 2nd",171,148.079287961126,9.53426034393171e-06,0.437528571394474
"diagnostic_202003_forest_FALSE","Q512","Q512R1","(3) 3rd",161,130.536893948912,2.5001088859461e-05,0.434562230086685
"diagnostic_202003_forest_FALSE","Q512","Q512R2","(1) 1st",141,115.452830880881,5.801996827944e-06,0.439123835988455
"diagnostic_202003_forest_FALSE","Q512","Q512R2","(2) 2nd",136,119.027380645275,3.01829809102189e-05,0.613737382981279
"diagnostic_202003_forest_FALSE","Q512","Q512R2","(3) 3rd",244,200.547492071986,-7.18014370598478e-05,0.119080619288362
"diagnostic_202003_forest_FALSE","Q512","Q512R3","(1) 1st",191,163.163351029158,2.45492261847232e-05,0.434026591381891
"diagnostic_202003_forest_FALSE","Q512","Q512R3","(2) 2nd",214,167.92103499174,-9.01707618386176e-05,0.0583041321210167
"diagnostic_202003_forest_FALSE","Q512","Q512R3","(3) 3rd",116,103.943317577243,9.60998412005298e-06,0.644805658426776
"diagnostic_202003_forest_FALSE","Q513_Q516R1","Q513_Q516R1","(1) Strongly agree",89,63.5389689505101,-3.10325895201921e-06,0
"diagnostic_202003_forest_FALSE","Q513_Q516R1","Q513_Q516R1","(2) Somewhat agree",149,126.60938949883,2.09907836279567e-05,1
"diagnostic_202003_forest_FALSE","Q513_Q516R1","Q513_Q516R1","(3) Neither agree nor disagree",221,187.607118353247,-5.52825218382254e-06,0
"diagnostic_202003_forest_FALSE","Q513_Q516R1","Q513_Q516R1","(4) Somewhat disagree",37,33.923717826605,-7.01491807871602e-06,0
"diagnostic_202003_forest_FALSE","Q513_Q516R1","Q513_Q516R1","(5) Strongly disagree",25,23.3485089689495,-3.17028809739538e-06,0
"diagnostic_202003_forest_FALSE","Q513_Q516R2","Q513_Q516R2","(1) Strongly agree",25,26.3894807994367,0.000251758865552309,1
"diagnostic_202003_forest_FALSE","Q513_Q516R2","Q513_Q516R2","(2) Somewhat agree",48,40.3223936855796,1.57127420635753e-05,0.758988068763892
"diagnostic_202003_forest_FALSE","Q513_Q516R2","Q513_Q516R2","(3) Neither agree nor disagree",177,157.454356148839,1.00813580540545e-05,0.718435065753778
"diagnostic_202003_forest_FALSE","Q513_Q516R2","Q513_Q516R2","(4) Somewhat disagree",79,71.9176076948641,8.4791039242628e-05,1
"diagnostic_202003_forest_FALSE","Q513_Q516R2","Q513_Q516R2","(5) Strongly disagree",192,138.943865269422,-0.000194835331699542,0
"diagnostic_202003_forest_FALSE","Q513_Q516R3","Q513_Q516R3","(1) Strongly agree",36,30.179149672389,-9.35299708131243e-05,0.230556695649669
"diagnostic_202003_forest_FALSE","Q513_Q516R3","Q513_Q516R3","(2) Somewhat agree",59,56.3039861619471,0.000160252296546348,0.90037307616438
"diagnostic_202003_forest_FALSE","Q513_Q516R3","Q513_Q516R3","(3) Neither agree nor disagree",100,88.7390029877424,-4.77711205402925e-05,0.214109283435318
"diagnostic_202003_forest_FALSE","Q513_Q516R3","Q513_Q516R3","(4) Somewhat disagree",126,110.807259723544,5.83838063042431e-05,0.863611924943052
"diagnostic_202003_forest_FALSE","Q513_Q516R3","Q513_Q516R3","(5) Strongly disagree",200,148.998305052518,-1.07754737972735e-06,0.329823953208846
"diagnostic_202003_forest_FALSE","Q517","Q517","(1) Extremely competent | SPLITA: (1) women",24,22.5820640623567,5.36423611905629e-07,0.280584098206076
"diagnostic_202003_forest_FALSE","Q517","Q517","(1) Extremely competent | SPLITA: (2) white women",22,21.4349099397659,7.36086789775802e-05,0.657779221321421
"diagnostic_202003_forest_FALSE","Q517","Q517","(1) Extremely competent | SPLITA: (3) (pipe: S2_Race_Prime)",19,16.5564828515053,2.31541578782266e-06,0.138890760029907
"diagnostic_202003_forest_FALSE","Q517","Q517","(2) Somewhat competent | SPLITA: (1) women",30,24.7710139453409,-0.000143788570511857,0.0121720251064172
"diagnostic_202003_forest_FALSE","Q517","Q517","(2) Somewhat competent | SPLITA: (2) white women",23,20.2423041015863,-0.000542299801970463,0
"diagnostic_202003_forest_FALSE","Q517","Q517","(2) Somewhat competent | SPLITA: (3) (pipe: S2_Race_Prime)",18,16.9000205397606,0.000173079630235306,1
"diagnostic_202003_forest_FALSE","Q517","Q517","(3) Neither competent nor incompetent | SPLITA: (1) women",20,21.819453626871,5.51201673499665e-06,0.34750660513923
"diagnostic_202003_forest_FALSE","Q517","Q517","(3) Neither competent nor incompetent | SPLITA: (2) white women",33,28.8736107051373,0.000260738060153478,1
"diagnostic_202003_forest_FALSE","Q517","Q517","(3) Neither competent nor incompetent | SPLITA: (3) (pipe: S2_Race_Prime)",20,18.0510663986209,4.52515096512989e-05,0.71388209557154
"diagnostic_202003_forest_FALSE","Q517","Q517","(4) Somewhat incompetent | SPLITA: (1) women",10,8.3120187222958,1.20103982093473e-05,0.411817014425197
"diagnostic_202003_forest_FALSE","Q517","Q517","(4) Somewhat incompetent | SPLITA: (3) (pipe: S2_Race_Prime)",12,8.6491828858852,-0.000421310970890782,0
"diagnostic_202003_forest_FALSE","Q517","Q517","Not observed / routed",273,214.306566387415,2.51937496684392e-06,0.292639518449588
"diagnostic_202003_forest_FALSE","Q518","Q518","(1) Extremely competent | SPLITA: (1) women",27,22.4553325176241,2.29792484237621e-05,0.381559543332883
"diagnostic_202003_forest_FALSE","Q518","Q518","(1) Extremely competent | SPLITA: (2) white women",23,16.3878901749849,1.42524392877707e-05,0.492377572608088
"diagnostic_202003_forest_FALSE","Q518","Q518","(1) Extremely competent | SPLITA: (3) (pipe: S2_Race_Prime)",36,27.7806383818388,-2.60603537070106e-05,0.16481144848551
"diagnostic_202003_forest_FALSE","Q518","Q518","(2) Somewhat competent | SPLITA: (1) women",34,25.637488305569,0.000213829576315094,1
"diagnostic_202003_forest_FALSE","Q518","Q518","(2) Somewhat competent | SPLITA: (2) white women",26,23.9109960496426,-6.53487117284477e-06,0.209446799069826
"diagnostic_202003_forest_FALSE","Q518","Q518","(2) Somewhat competent | SPLITA: (3) (pipe: S2_Race_Prime)",27,18.7873973250386,0.000160919180933627,1
"diagnostic_202003_forest_FALSE","Q518","Q518","(3) Neither competent nor incompetent | SPLITA: (1) women",18,11.4632976949214,-0.000248425076488934,0
"diagnostic_202003_forest_FALSE","Q518","Q518","(3) Neither competent nor incompetent | SPLITA: (2) white women",35,30.4915641397237,-6.61004137133257e-05,0.132667269729888
"diagnostic_202003_forest_FALSE","Q518","Q518","(3) Neither competent nor incompetent | SPLITA: (3) (pipe: S2_Race_Prime)",15,12.1256225258112,0.000543592822574807,1
"diagnostic_202003_forest_FALSE","Q518","Q518","(4) Somewhat incompetent | SPLITA: (1) women",15,12.6863700300455,-0.0010581955546474,0
"diagnostic_202003_forest_FALSE","Q518","Q518","Not observed / routed",248,220.721137210726,3.01955946859669e-06,0.379913930573519
"diagnostic_202003_forest_FALSE","Q519","Q519","(1) Extremely warm | SPLITA: (1) women",19,17.5979286730287,1.07036513805076e-05,0.973629980984169
"diagnostic_202003_forest_FALSE","Q519","Q519","(1) Extremely warm | SPLITA: (3) (pipe: S2_Race_Prime)",24,20.4288317859174,7.29671922024699e-06,0.940364234702979
"diagnostic_202003_forest_FALSE","Q519","Q519","(2) Somewhat warm | SPLITA: (1) women",36,30.9850432872771,2.30001002019473e-06,0.847095302648091
"diagnostic_202003_forest_FALSE","Q519","Q519","(2) Somewhat warm | SPLITA: (2) white women",25,22.0659337341784,4.51507145712896e-06,0.901390645016427
"diagnostic_202003_forest_FALSE","Q519","Q519","(2) Somewhat warm | SPLITA: (3) (pipe: S2_Race_Prime)",27,23.9409122467042,-1.63684000674931e-06,0.790745681362386
"diagnostic_202003_forest_FALSE","Q519","Q519","(3) Neither warm nor cold | SPLITA: (1) women",26,26.2293694317339,7.40712508011891e-06,0.908235363967078
"diagnostic_202003_forest_FALSE","Q519","Q519","(3) Neither warm nor cold | SPLITA: (2) white women",46,40.0397270470859,1.1035910351777e-05,0.942420861167669
"diagnostic_202003_forest_FALSE","Q519","Q519","(3) Neither warm nor cold | SPLITA: (3) (pipe: S2_Race_Prime)",20,17.3981294929983,3.45736944486083e-05,0.93880251874445
"diagnostic_202003_forest_FALSE","Q519","Q519","Not observed / routed",273,214.306566387415,3.86969403935926e-06,0.463300934162274
"diagnostic_202003_forest_FALSE","Q520","Q520","(1) Extremely warm | SPLITA: (1) women",33,27.3135692477227,-0.000124718257782374,0.00863492101095738
"diagnostic_202003_forest_FALSE","Q520","Q520","(1) Extremely warm | SPLITA: (2) white women",16,12.6723450422287,-0.000107106744884829,0.220744288031975
"diagnostic_202003_forest_FALSE","Q520","Q520","(1) Extremely warm | SPLITA: (3) (pipe: S2_Race_Prime)",37,27.3627141565083,0.00259916865709934,1
"diagnostic_202003_forest_FALSE","Q520","Q520","(2) Somewhat warm | SPLITA: (1) women",38,27.1790503263475,-9.74822651233409e-05,0.00682963817018861
"diagnostic_202003_forest_FALSE","Q520","Q520","(2) Somewhat warm | SPLITA: (2) white women",24,16.0982867330312,-4.33520484709268e-05,0.124212112242847
"diagnostic_202003_forest_FALSE","Q520","Q520","(2) Somewhat warm | SPLITA: (3) (pipe: S2_Race_Prime)",27,19.5234144777059,-6.27574220673674e-05,0.183077038534849
"diagnostic_202003_forest_FALSE","Q520","Q520","(3) Neither warm nor cold | SPLITA: (1) women",20,16.5757435858251,-0.000128946139202107,0.109512837564237
"diagnostic_202003_forest_FALSE","Q520","Q520","(3) Neither warm nor cold | SPLITA: (2) white women",44,42.5404510498047,-8.58543965226798e-05,0.108947135592557
"diagnostic_202003_forest_FALSE","Q520","Q520","(3) Neither warm nor cold | SPLITA: (3) (pipe: S2_Race_Prime)",16,14.1839323192834,-0.000176039732831944,0.0318992121157244
"diagnostic_202003_forest_FALSE","Q520","Q520","(4) Somewhat cold | SPLITA: (2) white women",10,6.761459171772,3.77092592777355e-05,0.132127268546069
"diagnostic_202003_forest_FALSE","Q520","Q520","Not observed / routed",248,220.721137210726,-0.000195903152153225,0
"diagnostic_202003_forest_FALSE","Q521_Q528R1","Q521_Q528R1","(1) Agree strongly",53,44.524970695377,5.56844667042427e-05,1
"diagnostic_202003_forest_FALSE","Q521_Q528R1","Q521_Q528R1","(2) Agree somewhat",138,122.809204369783,5.74218558384703e-05,0.998079537163426
"diagnostic_202003_forest_FALSE","Q521_Q528R1","Q521_Q528R1","(3) Neither agree nor disagree",186,159.824704393745,-2.30993580728142e-05,0.179596326150525
"diagnostic_202003_forest_FALSE","Q521_Q528R1","Q521_Q528R1","(4) Disagree somewhat",78,58.633149981499,-0.000107722588272141,0.013116774011036
"diagnostic_202003_forest_FALSE","Q521_Q528R1","Q521_Q528R1","(5) Disagree strongly",66,49.235674157738,1.88286575071686e-05,0.971766243828409
"diagnostic_202003_forest_FALSE","Q521_Q528R2","Q521_Q528R2","(1) Agree strongly",40,34.8466666042804,1.219918740517e-05,0.43869460508105
"diagnostic_202003_forest_FALSE","Q521_Q528R2","Q521_Q528R2","(2) Agree somewhat",108,94.8158478438858,5.4641004496628e-05,0.871549379220662
"diagnostic_202003_forest_FALSE","Q521_Q528R2","Q521_Q528R2","(3) Neither agree nor disagree",172,153.713860809803,-5.22495311535348e-05,0.120423539323824
"diagnostic_202003_forest_FALSE","Q521_Q528R2","Q521_Q528R2","(4) Disagree somewhat",87,67.4574395865199,1.82115400990774e-06,0.637160021143124
"diagnostic_202003_forest_FALSE","Q521_Q528R2","Q521_Q528R2","(5) Disagree strongly",114,84.1938887536521,5.62076124286025e-06,0.716215437462338
"diagnostic_202003_forest_FALSE","Q521_Q528R3","Q521_Q528R3","(1) Agree strongly",51,39.7246261686088,1.64716526654936e-05,1
"diagnostic_202003_forest_FALSE","Q521_Q528R3","Q521_Q528R3","(2) Agree somewhat",81,80.6590962708001,-7.04846801907016e-05,0.121356242803965
"diagnostic_202003_forest_FALSE","Q521_Q528R3","Q521_Q528R3","(3) Neither agree nor disagree",181,156.213852435351,1.42222903126913e-05,0.998217605994168
"diagnostic_202003_forest_FALSE","Q521_Q528R3","Q521_Q528R3","(4) Disagree somewhat",95,72.457498267292,1.18511262590573e-05,1
"diagnostic_202003_forest_FALSE","Q521_Q528R3","Q521_Q528R3","(5) Disagree strongly",113,85.9726304560897,-3.61287584849842e-05,0.015602637510802
"diagnostic_202003_forest_FALSE","Q521_Q528R4","Q521_Q528R4","(1) Agree strongly",37,35.551369994879,0.000140643990190787,1
"diagnostic_202003_forest_FALSE","Q521_Q528R4","Q521_Q528R4","(2) Agree somewhat",87,75.5366705805067,-0.000107365091509431,0
"diagnostic_202003_forest_FALSE","Q521_Q528R4","Q521_Q528R4","(3) Neither agree nor disagree",168,154.027908608317,-2.15451231711845e-06,0.147839507999346
"diagnostic_202003_forest_FALSE","Q521_Q528R4","Q521_Q528R4","(4) Disagree somewhat",95,71.8444798737758,-6.52351856208924e-06,0.0824937055868621
"diagnostic_202003_forest_FALSE","Q521_Q528R4","Q521_Q528R4","(5) Disagree strongly",134,98.0672745406624,-7.25103398937441e-06,0.0336734223721427
"diagnostic_202003_forest_FALSE","Q521_Q528R5","Q521_Q528R5","(1) Agree strongly",151,139.496975839138,5.42473964860043e-05,1
"diagnostic_202003_forest_FALSE","Q521_Q528R5","Q521_Q528R5","(2) Agree somewhat",165,133.905430316926,9.01400818006777e-08,0.913938170237287
"diagnostic_202003_forest_FALSE","Q521_Q528R5","Q521_Q528R5","(3) Neither agree nor disagree",157,127.643427550792,-1.88876151576342e-05,0.121919885967106
"diagnostic_202003_forest_FALSE","Q521_Q528R5","Q521_Q528R5","(4) Disagree somewhat",24,19.1372683644294,-2.24717835127053e-05,0.261404057621876
"diagnostic_202003_forest_FALSE","Q521_Q528R5","Q521_Q528R5","(5) Disagree strongly",24,14.8446015268561,1.6118830450526e-05,1
"diagnostic_202003_forest_FALSE","Q521_Q528R6","Q521_Q528R6","(1) Agree strongly",115,103.845577850938,-5.26294678002589e-05,0.0512678631418304
"diagnostic_202003_forest_FALSE","Q521_Q528R6","Q521_Q528R6","(2) Agree somewhat",112,91.4507424235343,0.000461590862534663,1
"diagnostic_202003_forest_FALSE","Q521_Q528R6","Q521_Q528R6","(3) Neither agree nor disagree",175,151.597759768367,-0.000105281301738559,0.0208449990643054
"diagnostic_202003_forest_FALSE","Q521_Q528R6","Q521_Q528R6","(4) Disagree somewhat",49,37.0837757587431,-4.39207595438812e-05,0.116810388171957
"diagnostic_202003_forest_FALSE","Q521_Q528R6","Q521_Q528R6","(5) Disagree strongly",70,51.0498477965589,-5.51427798141256e-05,0.0279446089045374
"diagnostic_202003_forest_FALSE","Q521_Q528R7","Q521_Q528R7","(1) Agree strongly",73,61.2587732076648,0.000543449737807413,0.970443795532826
"diagnostic_202003_forest_FALSE","Q521_Q528R7","Q521_Q528R7","(2) Agree somewhat",149,116.310223221779,-2.63361803884349e-05,0.0263212284015784
"diagnostic_202003_forest_FALSE","Q521_Q528R7","Q521_Q528R7","(3) Neither agree nor disagree",218,187.487217336893,-7.53663793373112e-05,0.136723757564303
"diagnostic_202003_forest_FALSE","Q521_Q528R7","Q521_Q528R7","(4) Disagree somewhat",40,39.0035843849179,-3.99822242438725e-05,0.106422217524243
"diagnostic_202003_forest_FALSE","Q521_Q528R7","Q521_Q528R7","(5) Disagree strongly",41,30.9679054468868,-7.58993855706095e-05,0.020626574809993
"diagnostic_202003_forest_FALSE","Q521_Q528R8","Q521_Q528R8","(1) Agree strongly",67,59.1045733988287,-7.0970545387433e-05,0.10240630296384
"diagnostic_202003_forest_FALSE","Q521_Q528R8","Q521_Q528R8","(2) Agree somewhat",121,108.856596305966,1.47893271128699e-06,0.76104864569002
"diagnostic_202003_forest_FALSE","Q521_Q528R8","Q521_Q528R8","(3) Neither agree nor disagree",192,167.674250274896,-3.42380302657453e-06,0.609740287139716
"diagnostic_202003_forest_FALSE","Q521_Q528R8","Q521_Q528R8","(4) Disagree somewhat",70,46.5093756914135,7.69774471640412e-06,0.490677476139938
"diagnostic_202003_forest_FALSE","Q521_Q528R8","Q521_Q528R8","(5) Disagree strongly",71,52.8829079270362,-1.26569372936138e-06,0.32670834005234
"diagnostic_202003_forest_FALSE","Q529","Q529","(1) Yes, unwanted sexual conversations",66,48.4709762185811,-6.60414154914371e-05,0
"diagnostic_202003_forest_FALSE","Q529","Q529","(2) Yes, unwanted physical contact",44,37.2590639889241,1.14373335367854e-05,1
"diagnostic_202003_forest_FALSE","Q529","Q529","(3) Yes, both unwanted sexual conversations and physical contact",125,95.044787868858,1.80768012493916e-05,1
"diagnostic_202003_forest_FALSE","Q529","Q529","(4) No",286,254.252875521778,2.12257113641781e-05,1
"diagnostic_202003_forest_FALSE","Q530","Q530","(1) Yes",69,51.8181837499147,-7.27052161629001e-05,0.149532603348724
"diagnostic_202003_forest_FALSE","Q530","Q530","(2) No",166,128.956644326449,0.000157284517737055,0.972976039134562
"diagnostic_202003_forest_FALSE","Q530","Q530","Not observed / routed",286,254.252875521778,-4.71334094930833e-05,0.0568840253387682
"diagnostic_202003_forest_FALSE","Q531","Q531","(1) Yes",41,27.471219927073,0,0
"diagnostic_202003_forest_FALSE","Q531","Q531","(2) No",28,24.3469638228417,0,0
"diagnostic_202003_forest_FALSE","Q531","Q531","Not observed / routed",452,383.209519848226,0,0
"diagnostic_202003_forest_FALSE","Q534","Q534R1","(0) NO TO: No, none of these",109,84.8183467537166,-0.000298291915453009,0.120385927984241
